BF,2B,3B,totalSwings,swingAndMisses,BIP,popOuts,lineOuts,GO,flyHits,popHits,lineHits,groundHits,Strikes,Fstrikes,CSW,Cstr,HR,K,BB,numP,HBP,SF,H,AB,FO,R,ER,IP_numeric,IP,ERA,WHIP,1B,SLG,OBP,OPS,AVG,BABIP,HR/FB%,SwStr%,Whiff%,FB%,GB%,LD%,PopUp%,K%,BB%,K-BB%,CSW%,CStr%,F-Strike%,Str%,K/9,BB/9,H/9,R/9,HR/9,K/BB
13013,475,41,22868,5469,9046,893,480,3126,519,16,1162,1025,31359,7610,13560,8047,204,2483,1286,50295,197,120,2722,11250,1824,1375,1188,3049.6666666666665,3049.2,3.51,1.31,2002,0.346,0.327,0.673,0.242,0.298,8.7,10.9,23.9,25.9,45.9,18.2,10.0,19.1,9.9,9.2,27.0,16.0,58.5,62.4,7.327686085911029,3.7951688709148543,8.03300907202973,4.057820526833534,0.6020330090720297,1.9307931570762054
