season,team_id,team_name,player_id,Name,position_code,W%,R/9,BF,BABIP,OBP,SLG,OPS,K/9,BB/9,HR/9,H/9,K/BB,inheritedRunners,inheritedRunnersScored,bequeathedRunners,bequeathedRunnersScored,SB,CS,QS,GF,2B,3B,GIDP,gidpOpp,WP,BK,pickOffs,totalSwings,swingAndMisses,BIP,runSupport,Str%,P/IP,P/PA,BB%,K%,HR/PA,BB/K,ISO,FO,popOuts,lineOuts,GO,flyHits,popHits,lineHits,groundHits,team,Strikes,Fstrikes,CSW,Cstr,POS,HR,K,BB,numP,AVG,HR/FB%,SwStr%,Whiff%,FB%,GB%,LD%,PopUp%,K-BB%,CSW%,CStr%,F-Strike%
2024,673,Aguilas de Mexicali,547862,David Reyes,1,0.667,2.45,89,0.362,0.284,0.305,0.589,10.64,1.23,0.0,8.59,8.67,0,0,5,1,1,1,1,0,4,0,2,11,0,0,0,164,48,59,11,66.0,15.23,3.764,3.4,29.2,0.0,0.115,0.049,13,5,3,17,1,0,12,8,MXC,220,53,102,54,SP,0,26,3,335,0.256,0.0,14.3,29.3,23.7,42.4,25.4,8.5,25.8,30.4,16.1,59.6
2024,673,Aguilas de Mexicali,622747,Eduardo Vera,1,1.0,1.69,57,0.176,0.161,0.226,0.387,10.69,1.13,0.56,3.94,9.5,0,0,0,0,0,1,1,0,2,0,1,7,0,0,0,109,31,36,3,66.0,14.44,4.053,3.5,33.3,0.018,0.105,0.094,9,3,3,14,0,0,5,2,MXC,153,35,75,44,SP,1,19,2,231,0.132,11.1,13.4,28.4,25.0,44.4,22.2,8.3,29.8,32.5,19.0,61.4
2024,673,Aguilas de Mexicali,623985,Manuel Chavez,1,,5.91,48,0.273,0.354,0.45,0.804,12.66,5.91,2.53,7.59,2.14,0,0,1,1,1,0,0,0,0,0,2,4,0,0,0,77,22,25,7,58.0,18.94,4.208,14.6,31.3,0.063,0.467,0.225,4,4,0,8,2,0,6,1,MXC,118,31,62,40,SP,3,15,7,202,0.225,50.0,10.9,28.6,24.0,36.0,24.0,16.0,16.7,30.7,19.8,64.6
2024,673,Aguilas de Mexicali,644425,Jake Sanchez,1,,1.0,38,0.24,0.324,0.194,0.518,6.0,6.0,0.0,6.00,1.0,0,0,0,0,3,0,0,8,0,0,1,7,0,0,0,77,18,26,0,58.0,18.56,4.395,15.8,15.8,0.0,1.0,0.0,4,4,1,11,0,1,4,1,MXC,97,15,38,20,RP,0,6,6,167,0.194,0.0,10.8,23.4,15.4,46.2,19.2,19.2,0.0,22.8,12.0,39.5
2024,673,Aguilas de Mexicali,661309,Adrián Martínez,1,0.5,6.07,59,0.372,0.356,0.444,0.8,7.43,2.7,0.0,10.80,2.75,0,0,3,0,6,1,0,0,6,1,1,7,2,0,0,105,30,43,9,62.0,17.78,4.017,6.8,18.6,0.0,0.364,0.148,6,3,3,15,3,0,9,4,MXC,147,33,72,42,SP,0,11,4,237,0.296,0.0,12.7,28.6,20.9,44.2,27.9,7.0,11.8,30.4,17.7,55.9
2024,673,Aguilas de Mexicali,667904,Jose Isidro Marquez,1,0.0,4.5,28,0.467,0.444,0.364,0.808,10.5,4.5,0.0,10.50,2.33,4,1,5,2,0,1,0,1,1,0,0,1,1,0,0,38,6,16,2,61.0,16.17,3.464,10.7,25.0,0.0,0.429,0.045,2,0,0,7,1,0,5,1,MXC,59,16,23,17,RP,0,7,3,97,0.318,0.0,6.2,15.8,18.8,50.0,31.2,0.0,14.3,23.7,17.5,57.1
2024,673,Aguilas de Mexicali,671760,Mario Jimenez,1,,3.38,13,0.273,0.308,0.273,0.581,3.38,3.38,0.0,10.13,1.0,3,2,2,1,0,0,0,1,0,0,0,3,1,0,0,23,1,11,0,60.0,19.5,4.0,7.7,7.7,0.0,1.0,0.0,3,0,1,4,0,0,2,1,MXC,31,6,9,8,RP,0,1,1,52,0.273,0.0,1.9,4.3,27.3,45.5,27.3,0.0,0.0,17.3,15.4,46.2
2024,673,Aguilas de Mexicali,672911,Jesus Cruz,1,1.0,0.0,31,0.125,0.161,0.071,0.232,12.0,3.0,0.0,2.00,4.0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,81,27,16,8,63.0,18.22,5.29,9.7,38.7,0.0,0.25,0.0,6,6,0,2,1,0,1,0,MXC,104,18,49,22,RP,0,12,3,164,0.071,0.0,16.5,33.3,43.8,12.5,6.2,37.5,29.0,29.9,13.4,58.1
2024,673,Aguilas de Mexicali,675132,Yamil Castillo,1,1.0,0.0,4,0.25,0.25,0.25,0.5,0.0,0.0,0.0,9.00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,4,5,69.0,16.0,4.0,0.0,0.0,0.0,,0.0,1,1,0,1,0,0,1,0,MXC,11,3,2,1,RP,0,0,0,16,0.25,0.0,6.2,10.0,25.0,25.0,25.0,25.0,0.0,12.5,6.2,75.0
2024,673,Aguilas de Mexicali,677076,Clayton Andrews,1,0.0,6.23,20,0.375,0.368,0.267,0.635,14.54,6.23,0.0,6.23,2.33,4,2,2,1,0,0,0,0,1,0,0,3,1,0,0,38,15,9,1,63.0,20.31,4.4,15.0,35.0,0.0,0.429,0.067,1,1,0,4,0,0,1,2,MXC,55,9,32,17,RP,0,7,3,88,0.2,0.0,17.0,39.5,11.1,66.7,11.1,11.1,20.0,36.4,19.3,45.0
2024,673,Aguilas de Mexicali,681871,Eli Villalobos,1,1.0,3.52,32,0.348,0.355,0.357,0.712,5.87,3.52,0.0,9.39,1.67,9,2,2,1,0,0,0,2,2,0,1,4,1,0,0,56,13,24,4,65.0,14.61,3.5,9.4,15.6,0.0,0.6,0.071,5,3,0,8,0,0,4,4,MXC,73,21,30,17,RP,0,5,3,112,0.286,0.0,11.6,23.2,20.8,50.0,16.7,12.5,6.2,26.8,15.2,65.6
2024,673,Aguilas de Mexicali,683138,Fernando Lozano,1,1.0,0.57,62,0.2,0.242,0.298,0.54,6.32,2.3,0.57,5.74,2.75,0,0,1,0,1,0,0,0,4,0,1,4,0,0,0,101,21,46,5,59.0,15.77,3.984,6.5,17.7,0.016,0.364,0.123,11,1,4,20,0,0,7,3,MXC,146,41,66,45,SP,1,11,4,247,0.175,9.1,8.5,20.8,23.9,50.0,23.9,2.2,11.2,26.7,18.2,66.1
2024,673,Aguilas de Mexicali,690909,Daniel Cruz,1,,3.6,21,0.25,0.3,0.389,0.689,9.0,3.6,1.8,7.20,2.5,4,3,0,0,0,0,0,2,0,0,0,4,0,0,0,32,6,14,1,65.0,14.2,3.381,9.5,23.8,0.048,0.4,0.167,2,0,1,7,0,0,3,1,MXC,83,24,31,20,RP,1,5,2,71,0.222,50.0,8.5,18.8,14.3,57.1,28.6,0.0,14.3,43.7,28.2,114.3
2024,673,Aguilas de Mexicali,691928,Patricio Ress,1,0.0,6.75,6,0.6,0.5,0.5,1.0,6.75,0.0,0.0,20.25,,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,10,2,5,1,64.0,16.5,3.667,0.0,16.7,0.0,,0.0,0,0,1,1,0,0,3,0,MXC,14,4,5,3,RP,0,1,0,22,0.5,,9.1,20.0,0.0,20.0,80.0,0.0,16.7,22.7,13.6,66.7
