season,Name,player_id,team,POS,G,GPitched,IP_corrected,HR,K,BB,HBP,ER,FIP,ERA,FB,FB_PO,FO,flyHits,popOuts,popHits,IP_nonzero,x_FIPFB,x_FIPFBPO
2024,Nathanael Santiago,660995,MTY,P,11,11,5.666666666666667,1,7,7,0,2,6.386691229205046,3.176470588235294,2,5,1,1,3,0,5.666666666666667,4.626089314020367,5.942668458806564
2024,Cristian Alvarado,800079,JAL,P,10,10,8.333333333333334,2,4,5,0,9,6.817279464499164,9.719999999999999,9,12,6,3,3,0,8.333333333333334,5.329837604034047,6.71663430320884
2024,Joel Ibarra,684169,HER,P,1,1,1.0,0,1,2,0,0,6.857279464499164,0.0,0,0,0,0,0,0,1.0,6.857279464499164,6.857279464499164
2024,Solomon Bates,663603,OBR,P,2,2,5.666666666666667,1,4,5,1,7,6.916102993910928,11.117647058823527,6,9,4,2,3,0,5.666666666666667,6.222532542474539,7.95215612484072
2024,Enrique Castillo,811370,HER,P,4,4,3.3333333333333335,1,4,3,0,2,7.057279464499164,5.3999999999999995,5,6,3,2,1,0,3.3333333333333335,5.42472132496428,6.93147301288626
2024,Pedro Santillan,699063,MXC,P,5,5,4.666666666666667,0,2,6,2,6,7.142993750213449,11.57142857142857,5,6,3,2,1,0,4.666666666666667,8.762595079117105,9.83884628477566
2024,Cristian Castillo,661149,MTY,P,1,1,0.6666666666666666,0,0,1,0,2,7.357279464499164,27.0,2,2,1,1,0,0,0.6666666666666666,11.892163185429396,13.647602045144325
2024,Jose Carlos Medina,642375,NAV,P,8,8,9.666666666666666,3,5,4,1,7,7.409003602430198,6.517241379310345,10,15,5,5,5,0,9.666666666666666,4.93827385102683,6.62813597172942
2024,Edwyn Valle,683030,NAV,P,11,11,10.0,4,9,4,0,8,7.457279464499163,7.2,10,17,5,5,7,0,10.0,3.7689073714759083,5.821795593531421
2024,Frank Moscatiello,703590,MOC,P,3,3,3.0,0,2,6,0,1,7.523946131165831,3.0,4,4,4,0,0,0,3.0,9.539450007134823,10.319645055897013
2024,Esteban Bloch,691823,NAV,P,12,12,10.666666666666666,3,8,7,2,11,7.544779464499164,9.28125,10,11,5,5,1,0,10.666666666666666,5.305680627289862,6.050827851595938
2024,Jorge Sauceda,703006,NAV,P,8,8,8.666666666666666,1,2,7,4,6,7.70343331065301,6.230769230769232,9,12,6,3,3,0,8.666666666666666,7.773200752513476,9.106659117104623
2024,Saul Arias,806517,HER,P,5,5,4.666666666666667,1,2,4,1,3,8.000136607356307,5.785714285714285,7,8,4,3,1,0,4.666666666666667,7.481864182107136,8.808892367724969
2024,Nestor Anguamea,691959,MTY,P,15,15,9.333333333333334,2,4,9,1,8,8.000136607356307,7.7142857142857135,5,10,3,2,4,1,9.333333333333334,6.024222986093848,7.460966100443864
2024,Joe Jones,691839,JAL,P,7,7,4.666666666666667,1,3,5,1,2,8.21442232164202,3.8571428571428568,6,6,4,2,0,0,4.666666666666667,7.37222963061212,8.124560570489948
2024,Arturo Roque,686734,MTY,P,6,6,9.333333333333334,3,3,6,0,8,8.321565178784876,7.7142857142857135,12,19,8,4,7,0,9.333333333333334,6.086515344897834,8.411426929936951
2024,Jesus Huerta,675546,GSV,P,5,5,5.0,2,6,5,0,6,8.657279464499164,10.799999999999999,4,8,2,2,4,0,5.0,4.666581790080559,6.812118174176582
2024,Aldo Ramirez,680048,JAL,P,2,2,1.6666666666666665,0,1,4,0,2,8.857279464499165,10.8,1,2,1,0,1,0,1.6666666666666665,9.764256208685211,11.373408496757229
2024,Andres Ivan Meza,510554,MAZ,P,9,9,7.333333333333333,3,2,1,2,3,8.857279464499165,3.681818181818182,5,9,2,3,4,0,7.333333333333333,4.569753037437853,6.112411429308548
2024,Ernesto Borges,692643,MAZ,P,4,4,3.6666666666666665,1,3,5,0,3,8.857279464499165,7.363636363636364,2,4,1,1,2,0,3.6666666666666665,6.136349231941025,7.599214948370132
2024,Oscar Rojas,676019,GSV,P,1,1,0.6666666666666666,0,1,2,0,2,8.857279464499165,27.0,1,1,1,0,0,0,0.6666666666666666,11.12472132496428,12.002440754821745
2024,Fredy Quintero,542278,MOC,P,3,3,4.333333333333333,2,2,2,0,6,9.318817926037624,12.461538461538463,4,5,2,2,1,0,4.333333333333333,4.7141667632469275,5.738172764747302
2024,Christian Crespo,703865,GSV,P,2,2,3.6666666666666665,1,2,5,0,1,9.40273400995371,2.454545454545455,2,3,1,1,1,0,3.6666666666666665,6.6818037773955705,7.572821986493299
2024,Edgar Manzo,686317,JAL,P,4,4,4.0,1,2,6,1,5,10.357279464499165,11.25,7,9,4,3,2,0,4.0,9.752628301708466,11.825021399983036
2024,Carlos De Leon,660610,MTY,C,1,1,1.6666666666666665,1,0,0,0,2,10.657279464499165,10.8,1,1,0,1,0,0,1.6666666666666665,3.76425620868521,4.115343980628196
2024,Diego Castro,828443,CUL,P,1,1,0.3333333333333333,0,0,1,0,1,11.857279464499165,27.0,0,0,0,0,0,0,0.3333333333333333,11.857279464499165,11.857279464499165
2024,Daniel Cruz,690909,MAZ,P,5,5,3.0,2,1,2,0,4,12.857279464499165,12.0,5,6,3,2,1,0,3.0,6.709992642793738,8.38416118492927
2024,DJ Johnson,597113,OBR,P,3,3,2.0,1,1,3,0,2,12.857279464499165,9.0,3,3,2,1,0,0,2.0,8.62472132496428,9.502440754821745
