season,team_id,team_name,player_id,Name,position_code,W%,R/9,BF,BABIP,OBP,SLG,OPS,K/9,BB/9,HR/9,H/9,K/BB,inheritedRunners,inheritedRunnersScored,bequeathedRunners,bequeathedRunnersScored,SB,CS,QS,GF,2B,3B,GIDP,gidpOpp,WP,BK,pickOffs,totalSwings,swingAndMisses,BIP,runSupport,Str%,P/IP,P/PA,BB%,K%,HR/PA,BB/K,ISO,FO,popOuts,lineOuts,GO,flyHits,popHits,lineHits,groundHits,team,Strikes,Fstrikes,CSW,Cstr,POS,HR,K,BB,numP,AVG,HBP,SF,H,AB,R,HR/FB%,SwStr%,Whiff%,FB%,GB%,LD%,PopUp%,K-BB%,CSW%,CStr%,F-Strike%
2024,674,Charros de Jalisco,672598,Alemao Hernandez,1,0.5,3.86,63,0.292,0.371,0.37,0.741,3.21,5.14,0.64,9.64,0.63,0,0,2,0,0,0,1,0,2,0,2,7,1,0,0,106,16,50,8,59.0,18.14,4.032,12.7,7.9,0.016,1.6,0.093,15,2,3,15,6,0,5,4,JAL,150.0,39.0,58.0,42.0,SP,1,5,8,254,0.278,0,0,15,54,6,4.8,6.3,15.1,42.0,38.0,16.0,4.0,-4.8,22.8,16.5,61.9
2024,674,Charros de Jalisco,674478,Luis Payan,1,0.0,8.1,63,0.388,0.355,0.433,0.788,6.75,0.0,0.67,13.50,,0,0,3,1,3,0,1,0,3,0,2,17,1,0,0,101,17,51,8,64.0,16.35,3.46,0.0,15.9,0.016,,0.1,9,2,3,17,5,0,4,11,JAL,139.0,34.0,53.0,36.0,SP,1,10,0,218,0.333,2,0,20,60,12,7.1,7.8,16.8,27.5,54.9,13.7,3.9,15.9,24.3,16.5,54.0
2024,674,Charros de Jalisco,677915,Dario Gardea,1,,1.69,23,0.294,0.304,0.286,0.59,6.75,1.69,0.0,8.44,4.0,0,0,2,0,0,0,0,4,1,0,1,3,1,0,0,38,5,17,1,63.0,16.5,3.826,4.3,17.4,0.0,0.25,0.048,4,2,1,5,1,0,3,1,JAL,55.0,12.0,22.0,17.0,RP,0,4,1,88,0.238,1,0,5,21,1,0.0,5.7,13.2,29.4,35.3,23.5,11.8,13.1,25.0,19.3,52.2
2024,674,Charros de Jalisco,680048,Aldo Ramirez,1,,10.8,12,0.429,0.583,0.429,1.012,5.4,21.6,0.0,16.20,0.25,3,3,3,2,0,0,0,0,0,0,0,3,0,0,0,15,1,7,0,43.0,30.6,4.25,33.3,8.3,0.0,4.0,0.0,1,1,0,2,0,0,0,3,JAL,22.0,5.0,8.0,7.0,RP,0,1,4,51,0.429,0,1,3,7,2,0.0,2.0,6.7,14.3,71.4,0.0,14.3,-25.0,15.7,13.7,41.7
2024,674,Charros de Jalisco,686317,Edgar Manzo,1,,11.25,25,0.333,0.52,0.647,1.167,4.5,13.5,2.25,13.50,0.33,3,0,2,0,1,0,0,0,2,0,0,3,1,0,0,40,8,16,0,59.0,21.25,3.4,24.0,8.0,0.04,3.0,0.294,4,2,1,3,3,0,0,3,JAL,50.0,13.0,18.0,10.0,RP,1,2,6,85,0.353,1,1,6,17,5,14.3,9.4,20.0,43.8,37.5,6.2,12.5,-16.0,21.2,11.8,52.0
2024,674,Charros de Jalisco,691839,Joe Jones,1,,9.0,5,0.5,0.75,2.0,2.75,0.0,0.0,9.0,18.00,,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,8,1,4,0,64.0,14.0,2.8,0.0,0.0,0.2,,1.333,1,0,0,1,1,0,1,0,JAL,,,,,RP,1,0,0,14,0.667,1,0,2,3,1,50.0,7.1,12.5,50.0,25.0,25.0,0.0,0.0,,,
2024,674,Charros de Jalisco,800079,Cristian Alvarado,1,1.0,9.0,31,0.19,0.323,0.32,0.643,5.14,6.43,1.29,6.43,0.8,7,2,5,3,1,0,0,2,0,0,1,7,0,0,0,67,19,22,15,63.0,18.29,4.129,16.1,12.9,0.032,1.25,0.12,4,2,1,10,1,0,3,1,JAL,72.0,13.0,27.0,11.0,RP,1,4,5,128,0.2,0,1,5,25,7,20.0,14.8,28.4,22.7,50.0,18.2,9.1,-3.2,21.1,8.6,41.9
2024,674,Charros de Jalisco,802581,Alejandro Morales,1,,3.0,14,0.556,0.429,0.385,0.814,12.0,3.0,0.0,15.00,4.0,1,1,4,0,1,1,0,0,0,0,0,2,0,0,0,27,8,9,3,59.0,19.33,4.143,7.1,28.6,0.0,0.25,0.0,2,2,0,0,0,0,2,3,JAL,34.0,8.0,15.0,7.0,RP,0,4,1,58,0.385,0,0,5,13,1,0.0,13.8,29.6,22.2,33.3,22.2,22.2,21.5,25.9,12.1,57.1
2024,675,Caneros de los Mochis,477584,Tomas Solis,1,1.0,0.0,17,0.133,0.176,0.133,0.309,1.69,1.69,0.0,3.38,1.0,16,5,3,0,0,0,0,0,0,0,2,5,1,0,0,26,3,15,9,58.0,11.25,3.529,5.9,5.9,0.0,1.0,0.0,2,3,1,7,0,0,2,0,MOC,35.0,8.0,12.0,9.0,RP,0,1,1,60,0.133,0,1,2,15,0,0.0,5.0,11.5,13.3,46.7,20.0,20.0,0.0,20.0,15.0,47.1
2024,675,Caneros de los Mochis,542278,Fredy Quintero,1,0.0,14.54,22,0.313,0.409,0.75,1.159,4.15,4.15,4.15,14.54,1.0,1,1,1,1,0,0,0,1,2,0,0,4,0,0,0,39,7,18,0,59.0,19.62,3.864,9.1,9.1,0.091,1.0,0.4,2,1,1,7,2,0,3,2,MOC,50.0,12.0,18.0,11.0,"SP, RP",2,2,2,85,0.35,0,0,7,20,7,50.0,8.2,17.9,22.2,50.0,22.2,5.6,0.0,21.2,12.9,54.5
2024,675,Caneros de los Mochis,572177,Nick Struck,1,,8.31,22,0.429,0.455,0.389,0.844,8.31,8.31,0.0,12.46,1.0,0,0,3,1,0,0,0,1,1,0,1,8,0,0,1,37,10,14,4,55.0,19.85,3.909,18.2,18.2,0.0,1.0,0.056,2,1,1,4,0,0,4,2,MOC,47.0,14.0,20.0,10.0,"SP, RP",0,4,4,86,0.333,0,0,6,18,4,0.0,11.6,27.0,14.3,42.9,35.7,7.1,0.0,23.3,11.6,63.6
2024,675,Caneros de los Mochis,597113,DJ Johnson,1,,10.13,25,0.412,0.458,0.4,0.858,5.06,3.38,0.0,11.81,1.5,0,0,5,2,0,0,0,4,1,0,2,7,1,0,0,40,7,18,0,57.0,19.31,4.12,8.0,12.0,0.0,0.667,0.05,1,0,0,10,0,0,4,3,MOC,59.0,11.0,25.0,18.0,RP,0,3,2,103,0.35,2,0,7,20,6,0.0,6.8,17.5,5.6,72.2,22.2,0.0,4.0,24.3,17.5,44.0
2024,675,Caneros de los Mochis,601978,Fabian Cota,1,1.0,1.17,33,0.286,0.281,0.207,0.488,9.39,2.35,0.0,7.04,4.0,6,0,3,0,1,0,0,5,0,0,0,5,0,0,0,65,21,22,3,69.0,16.3,3.788,6.1,24.2,0.0,0.25,0.0,5,3,1,7,1,0,2,3,MOC,86.0,15.0,41.0,20.0,RP,0,8,2,125,0.207,1,0,6,29,1,0.0,16.8,32.3,27.3,45.5,13.6,13.6,18.1,32.8,16.0,45.5
2024,675,Caneros de los Mochis,642532,Luis Miranda,1,1.0,2.52,99,0.272,0.273,0.33,0.603,4.68,0.72,0.36,8.28,6.5,0,0,0,0,4,1,4,0,5,0,3,14,0,0,0,173,32,82,25,65.0,14.12,3.566,2.0,13.1,0.01,0.154,0.085,19,8,2,30,4,0,5,14,MOC,229.0,59.0,86.0,54.0,SP,1,13,2,353,0.245,2,1,23,94,7,4.3,9.1,18.5,28.0,53.7,8.5,9.8,11.1,24.4,15.3,59.6
2024,675,Caneros de los Mochis,660826,Lupe Chavez,1,,5.06,47,0.333,0.319,0.366,0.685,8.44,3.38,0.0,9.28,2.5,7,6,2,2,4,1,0,0,2,1,2,10,1,0,0,78,19,33,3,67.0,15.84,3.596,8.5,21.3,0.0,0.4,0.098,7,3,1,11,1,1,3,6,MOC,113.0,31.0,54.0,35.0,RP,0,10,4,169,0.268,0,2,11,41,6,0.0,11.2,24.4,24.2,51.5,12.1,12.1,12.8,32.0,20.7,66.0
2024,675,Caneros de los Mochis,665958,Darel Torres,1,1.0,1.64,84,0.163,0.286,0.164,0.45,9.82,6.14,0.41,3.27,1.6,0,0,0,0,1,5,2,0,0,0,2,5,1,0,0,179,53,44,15,60.0,17.55,4.595,17.9,28.6,0.012,0.625,0.045,12,10,1,13,2,0,4,2,MOC,175.0,37.0,75.0,42.0,SP,1,24,15,386,0.119,1,1,8,67,4,7.1,13.7,29.6,31.8,34.1,11.4,22.7,10.7,19.4,10.9,44.0
2024,675,Caneros de los Mochis,671790,Ronald Bolaños,1,0.0,9.45,65,0.378,0.422,0.451,0.873,9.45,6.75,1.35,10.80,1.4,0,0,4,3,3,0,0,0,1,0,2,15,4,0,0,120,41,40,4,56.0,19.65,4.031,15.4,21.5,0.031,0.714,0.137,7,6,0,11,4,0,6,6,MOC,148.0,34.0,68.0,27.0,SP,2,14,10,262,0.314,1,2,16,51,14,18.2,15.6,34.2,27.5,42.5,15.0,15.0,6.1,26.0,10.3,52.3
2024,675,Caneros de los Mochis,676520,Manuel Alvarez,1,,0.0,4,0.5,0.25,0.25,0.5,18.0,0.0,0.0,9.00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,2,0,64.0,14.0,3.5,0.0,50.0,0.0,,0.0,1,0,0,0,0,0,0,1,MOC,9.0,2.0,5.0,2.0,RP,0,2,0,14,0.25,0,0,1,4,0,0.0,21.4,42.9,50.0,50.0,0.0,0.0,50.0,35.7,14.3,50.0
2024,675,Caneros de los Mochis,679893,Manuel Urias,1,0.0,12.86,35,0.4,0.429,0.483,0.912,10.29,7.71,1.29,11.57,1.33,0,0,7,6,4,0,0,0,2,0,1,3,0,0,0,64,15,21,1,60.0,22.43,4.486,17.1,22.9,0.029,0.75,0.172,2,1,2,7,2,0,5,2,MOC,94.0,19.0,44.0,29.0,"SP, RP",1,8,6,157,0.31,0,0,9,29,10,25.0,9.6,23.4,19.0,42.9,33.3,4.8,5.8,28.0,18.5,54.3
2024,675,Caneros de los Mochis,681753,Adrian Hernandez,1,,3.0,27,0.3,0.346,0.261,0.607,4.5,3.0,0.0,9.00,1.5,3,2,4,2,0,0,0,0,0,0,0,5,0,0,0,38,8,21,3,59.0,15.5,3.444,7.4,11.1,0.0,0.667,0.0,3,2,1,9,0,1,1,4,MOC,55.0,14.0,23.0,15.0,RP,0,3,2,93,0.261,1,0,6,23,2,0.0,8.6,21.1,14.3,61.9,9.5,14.3,3.7,24.7,16.1,51.9
2024,675,Caneros de los Mochis,682779,Jose Luna,1,1.0,0.0,16,0.182,0.313,0.154,0.467,4.91,7.36,0.0,4.91,0.67,11,1,2,0,0,0,0,1,0,0,0,2,0,0,0,25,7,11,4,56.0,14.73,3.375,18.8,12.5,0.0,1.5,0.0,1,0,1,7,0,0,2,0,MOC,23.0,7.0,11.0,5.0,RP,0,2,3,54,0.154,0,0,2,13,0,0.0,13.0,28.0,9.1,63.6,27.3,0.0,-6.3,20.4,9.3,43.8
2024,675,Caneros de los Mochis,685692,Vicente Valenzuela,1,0.0,7.71,24,0.308,0.417,0.5,0.917,9.64,9.64,1.93,9.64,1.0,1,1,0,0,0,0,0,1,1,0,0,3,1,0,0,46,9,14,1,61.0,22.5,4.375,20.8,20.8,0.042,1.0,0.222,3,3,0,3,2,0,0,3,MOC,64.0,13.0,25.0,16.0,RP,1,5,5,105,0.278,0,1,5,18,4,20.0,8.6,19.6,35.7,42.9,0.0,21.4,0.0,23.8,15.2,54.2
2024,675,Caneros de los Mochis,685829,Irving Machuca,1,1.0,3.48,46,0.476,0.356,0.425,0.781,15.68,3.48,0.87,9.58,4.5,2,0,0,0,2,1,0,1,3,0,0,4,0,0,0,88,39,23,4,61.0,18.87,4.239,8.7,39.1,0.022,0.222,0.15,4,3,0,5,1,0,7,3,MOC,119.0,25.0,70.0,31.0,RP,1,18,4,195,0.275,1,0,11,40,4,20.0,20.0,44.3,21.7,34.8,30.4,13.0,30.4,35.9,15.9,54.3
2024,675,Caneros de los Mochis,691388,Jonas Garibay,1,,4.5,19,0.333,0.368,0.722,1.09,9.0,2.25,4.5,13.50,4.0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,42,12,14,1,69.0,18.0,3.789,5.3,21.1,0.105,0.25,0.389,3,0,1,4,1,0,4,1,MOC,50.0,13.0,20.0,8.0,RP,2,4,1,72,0.333,0,0,6,18,2,50.0,16.7,28.6,28.6,35.7,35.7,0.0,15.8,27.8,11.1,68.4
2024,675,Caneros de los Mochis,703590,Frank Moscatiello,1,,3.0,16,0.125,0.438,0.2,0.638,6.0,18.0,0.0,3.00,0.33,0,0,3,1,0,0,0,0,1,0,0,1,0,0,0,22,7,8,2,39.0,23.0,4.312,37.5,12.5,0.0,3.0,0.1,4,0,1,2,0,0,1,0,MOC,27.0,6.0,12.0,5.0,RP,0,2,6,69,0.1,0,0,1,10,1,0.0,10.1,31.8,50.0,25.0,25.0,0.0,-25.0,17.4,7.2,37.5
2024,675,Caneros de los Mochis,703722,Miguel Vazquez,1,,3.24,32,0.2,0.258,0.259,0.517,7.56,4.32,0.0,4.32,1.75,6,3,3,0,0,0,0,1,3,0,1,3,0,0,0,58,17,21,6,60.0,13.56,3.531,12.5,21.9,0.0,0.571,0.111,4,3,1,9,3,0,1,0,MOC,68.0,18.0,27.0,10.0,RP,0,7,4,113,0.148,0,0,4,27,3,0.0,15.0,29.3,33.3,42.9,9.5,14.3,9.4,23.9,8.8,56.2
2024,675,Caneros de los Mochis,703725,Luis Gastelum,1,,1.8,38,0.444,0.316,0.265,0.581,14.4,2.7,0.0,7.20,5.33,0,0,1,0,2,0,0,1,1,0,1,1,0,0,0,78,26,18,14,71.0,15.7,4.132,7.9,42.1,0.0,0.188,0.029,2,0,1,7,0,1,4,3,MOC,87.0,21.0,43.0,25.0,RP,0,16,3,157,0.235,1,0,8,34,2,0.0,16.6,33.3,11.1,55.6,27.8,5.6,34.2,27.4,15.9,55.3
2024,675,Caneros de los Mochis,807586,Omar Araujo,1,1.0,2.51,56,0.22,0.268,0.275,0.543,5.65,3.14,0.63,6.28,1.8,0,0,3,1,2,0,0,0,1,0,0,8,0,0,0,99,13,42,8,64.0,15.14,3.875,8.9,16.1,0.018,0.556,0.078,9,5,4,14,1,0,5,4,MOC,138.0,33.0,51.0,38.0,SP,1,9,5,217,0.196,0,0,10,51,4,10.0,6.0,13.1,23.8,42.9,21.4,11.9,7.2,23.5,17.5,58.9
2024,676,Mayos de Navojoa,477462,Esteban Haro,1,,6.0,30,0.36,0.367,0.357,0.724,4.5,3.0,0.0,13.50,1.5,0,0,6,3,1,0,0,0,1,0,1,9,0,0,0,55,6,25,1,59.0,21.83,4.367,6.7,10.0,0.0,0.667,0.036,1,3,3,9,0,0,4,5,NAV,77.0,15.0,27.0,21.0,RP,0,3,2,131,0.321,0,0,9,28,4,0.0,4.6,10.9,4.0,56.0,28.0,12.0,3.3,20.6,16.0,50.0
2024,676,Mayos de Navojoa,592761,Caleb Smith,1,0.667,4.96,73,0.4,0.384,0.377,0.761,11.57,5.51,0.0,8.82,2.1,0,0,4,3,1,1,0,0,5,1,2,11,1,0,0,144,52,40,7,60.0,19.35,4.329,13.7,28.8,0.0,0.476,0.115,4,6,2,12,3,0,8,5,NAV,189.0,35.0,96.0,44.0,SP,0,21,10,316,0.262,2,0,16,61,9,0.0,16.5,36.1,17.5,42.5,25.0,15.0,15.1,30.4,13.9,47.9
2024,676,Mayos de Navojoa,593594,Octavio Acosta,1,0.5,3.38,67,0.196,0.269,0.19,0.459,4.5,4.5,0.0,5.63,1.0,0,0,1,1,1,0,1,0,1,0,2,7,1,0,0,107,26,51,8,62.0,15.44,3.687,11.9,11.9,0.0,1.0,0.017,15,5,1,20,0,0,6,4,NAV,153.0,46.0,71.0,45.0,SP,0,8,8,247,0.172,0,1,10,58,6,0.0,10.5,24.3,29.4,47.1,13.7,9.8,0.0,28.7,18.2,68.7
2024,676,Mayos de Navojoa,619854,Carlos Bustamante,1,,0.93,38,0.2,0.237,0.371,0.608,8.38,2.79,0.93,5.59,3.0,7,5,1,0,3,0,0,0,2,1,0,2,0,0,0,75,26,26,2,62.0,15.93,4.053,7.9,23.7,0.026,0.333,0.2,7,4,0,9,2,0,2,2,NAV,85.0,24.0,38.0,18.0,RP,1,9,3,154,0.171,0,0,6,35,1,11.1,16.9,34.7,34.6,42.3,7.7,15.4,15.8,24.7,11.7,63.2
2024,676,Mayos de Navojoa,631229,Dalton Rodriguez,1,0.667,5.21,79,0.273,0.278,0.394,0.672,4.26,0.95,0.47,9.00,4.5,0,0,0,0,1,1,1,0,6,0,0,12,2,0,1,125,25,67,17,62.0,14.84,3.57,2.5,11.4,0.013,0.222,0.127,13,5,7,23,4,0,6,9,NAV,130.0,34.0,56.0,39.0,SP,1,9,2,282,0.268,1,5,19,71,11,5.9,8.9,20.0,25.4,47.8,19.4,7.5,8.9,19.9,13.8,43.0
2024,676,Mayos de Navojoa,642375,Jose Carlos Medina,1,,5.79,21,0.313,0.333,0.45,0.783,5.79,1.93,1.93,11.57,3.0,5,1,2,2,1,0,0,2,0,0,0,3,0,0,0,35,6,17,1,64.0,15.64,3.476,4.8,14.3,0.048,0.333,0.15,3,3,0,5,3,0,1,2,NAV,47.0,13.0,17.0,11.0,RP,1,3,1,73,0.3,0,0,6,20,3,16.7,8.2,17.1,35.3,41.2,5.9,17.6,9.5,23.3,15.1,61.9
2024,676,Mayos de Navojoa,662964,Francisco Haro,1,0.0,4.32,35,0.333,0.343,0.452,0.795,9.72,3.24,1.08,8.64,3.0,6,5,3,1,4,0,0,1,3,0,1,2,1,0,0,57,19,22,7,66.0,14.16,3.371,8.6,25.7,0.029,0.333,0.194,2,2,1,9,2,0,1,5,NAV,72.0,24.0,37.0,18.0,RP,1,9,3,118,0.258,1,0,8,31,4,25.0,16.1,33.3,18.2,63.6,9.1,9.1,17.1,31.4,15.3,68.6
2024,676,Mayos de Navojoa,670416,Zach Matson,1,0.0,4.15,60,0.275,0.373,0.44,0.813,5.54,5.54,1.38,9.00,1.0,0,0,0,0,0,0,0,0,3,0,0,7,2,0,0,102,18,43,6,60.0,18.62,4.033,13.3,13.3,0.033,1.0,0.18,10,5,0,15,3,0,5,5,NAV,144.0,34.0,58.0,40.0,SP,2,8,8,242,0.26,1,0,13,50,6,15.4,7.4,17.6,30.2,46.5,11.6,11.6,0.0,24.0,16.5,56.7
2024,676,Mayos de Navojoa,674476,Jonathan Partida,1,0.0,4.15,16,0.2,0.375,0.167,0.542,4.15,8.31,0.0,4.15,0.5,10,1,3,2,0,0,0,2,0,0,2,3,0,0,0,31,4,10,3,57.0,18.23,4.938,25.0,12.5,0.0,2.0,0.0,2,1,0,5,0,0,2,0,NAV,45.0,9.0,18.0,14.0,RP,0,2,4,79,0.167,0,0,2,12,2,0.0,5.1,12.9,20.0,50.0,20.0,10.0,-12.5,22.8,17.7,56.2
2024,676,Mayos de Navojoa,677604,Damian Mendoza,1,1.0,1.93,38,0.24,0.243,0.188,0.431,8.68,2.89,0.0,5.79,3.0,3,2,2,1,0,0,0,2,0,0,0,7,0,0,0,65,21,26,6,63.0,14.79,3.632,7.9,23.7,0.0,0.333,0.0,5,1,5,9,0,0,2,4,NAV,77.0,21.0,38.0,21.0,RP,0,9,3,138,0.188,0,2,6,32,2,0.0,15.2,32.3,19.2,50.0,26.9,3.8,15.8,27.5,15.2,55.3
2024,676,Mayos de Navojoa,679857,Carlos Tavera,1,0.0,1.83,78,0.174,0.244,0.194,0.438,9.61,4.12,0.46,4.12,2.33,0,0,1,0,2,0,2,0,1,0,2,9,0,1,0,129,37,47,5,60.0,16.07,4.051,11.5,26.9,0.013,0.429,0.06,12,7,3,16,4,0,3,2,NAV,191.0,44.0,95.0,58.0,SP,1,21,9,316,0.134,1,1,9,67,4,6.2,11.7,28.7,34.0,38.3,12.8,14.9,15.4,30.1,18.4,56.4
2024,676,Mayos de Navojoa,680653,Denny Roman,1,,20.25,17,0.538,0.563,0.846,1.409,3.38,6.75,0.0,23.63,0.5,7,1,7,5,0,0,0,0,4,0,0,4,0,0,0,35,9,14,0,63.0,24.0,3.765,11.8,5.9,0.0,2.0,0.308,1,1,2,3,1,0,4,2,NAV,40.0,11.0,13.0,4.0,RP,0,1,2,64,0.538,0,1,7,13,6,0.0,14.1,25.7,14.3,35.7,42.9,7.1,-5.9,20.3,6.2,64.7
2024,676,Mayos de Navojoa,683030,Edwyn Valle,1,1.0,5.79,21,0.083,0.25,0.5,0.75,7.71,3.86,3.86,5.79,2.0,4,3,0,0,0,0,0,2,0,0,0,2,0,0,0,37,13,15,4,66.0,15.21,3.381,9.5,19.0,0.095,0.5,0.333,3,1,1,7,3,0,0,0,NAV,47.0,10.0,23.0,10.0,RP,2,4,2,71,0.167,0,0,3,18,3,33.3,18.3,35.1,40.0,46.7,6.7,6.7,9.5,32.4,14.1,47.6
2024,676,Mayos de Navojoa,691823,Esteban Bloch,1,0.0,10.13,43,0.375,0.436,0.576,1.012,7.88,4.5,2.25,12.38,1.75,4,2,8,3,0,0,0,1,2,0,0,8,0,0,0,66,9,30,0,62.0,18.25,3.395,9.3,16.3,0.047,0.571,0.242,5,0,0,14,3,0,6,2,NAV,90.0,28.0,32.0,23.0,RP,2,7,4,146,0.333,2,0,11,33,9,25.0,6.2,13.6,26.7,53.3,20.0,0.0,7.0,21.9,15.8,65.1
2024,676,Mayos de Navojoa,692940,Erick Preciado,1,,7.71,13,0.444,0.538,0.818,1.356,3.86,3.86,3.86,19.29,1.0,2,2,0,0,0,0,0,0,1,0,1,2,0,0,0,25,9,10,0,63.0,19.71,3.538,7.7,7.7,0.077,1.0,0.364,3,0,0,2,1,0,0,4,NAV,29.0,9.0,13.0,4.0,RP,1,1,1,46,0.455,1,0,5,11,2,25.0,19.6,36.0,40.0,60.0,0.0,0.0,0.0,28.3,8.7,69.2
2024,676,Mayos de Navojoa,703006,Jorge Sauceda,1,,9.82,21,0.4,0.55,0.75,1.3,0.0,7.36,2.45,17.18,0.0,0,0,3,1,0,0,0,1,2,0,1,3,0,0,0,39,6,17,0,60.0,23.18,4.048,14.3,0.0,0.048,,0.313,4,1,0,5,2,0,2,3,NAV,51.0,14.0,17.0,11.0,RP,1,0,3,85,0.438,1,0,7,16,4,16.7,7.1,15.4,35.3,47.1,11.8,5.9,-14.3,20.0,12.9,66.7
2024,676,Mayos de Navojoa,820829,Charlie Hasty,1,0.0,5.06,43,0.233,0.262,0.27,0.532,6.75,3.38,0.0,5.91,2.0,3,1,2,1,1,0,0,7,3,0,0,5,0,0,0,80,16,31,1,63.0,15.28,3.791,9.3,18.6,0.0,0.5,0.081,6,5,1,12,0,0,5,2,NAV,91.0,20.0,35.0,20.0,RP,0,8,4,163,0.189,0,1,7,37,6,0.0,9.8,20.0,19.4,45.2,19.4,16.1,9.3,21.5,12.3,46.5
2024,677,Naranjeros de Hermosillo,476594,Robert Stock,1,0.75,2.52,96,0.212,0.232,0.284,0.516,7.56,1.8,0.72,5.76,4.2,0,0,0,0,1,0,3,0,3,0,0,4,3,0,0,177,36,69,10,64.0,15.64,4.073,5.2,21.9,0.021,0.238,0.102,20,4,2,27,3,0,6,7,HER,250.0,57.0,108.0,72.0,SP,2,21,5,391,0.182,1,1,16,88,7,8.7,9.2,20.3,33.3,49.3,11.6,5.8,16.7,27.6,18.4,59.4
2024,677,Naranjeros de Hermosillo,477569,Fernando Salas,1,0.667,6.23,42,0.313,0.39,0.303,0.693,3.12,6.23,0.0,10.38,0.5,2,1,2,0,0,0,0,9,0,0,0,11,0,0,0,73,16,33,3,66.0,16.04,3.31,14.3,7.1,0.0,2.0,0.0,7,4,1,11,0,0,5,5,HER,92.0,28.0,34.0,18.0,RP,0,3,6,139,0.303,0,2,10,33,6,0.0,11.5,21.9,21.2,48.5,18.2,12.1,-7.2,24.5,12.9,66.7
2024,677,Naranjeros de Hermosillo,502515,Raul Barron,1,,5.14,26,0.211,0.24,0.261,0.501,5.14,2.57,0.0,5.14,2.0,5,0,4,3,0,0,0,1,0,1,2,5,0,0,0,49,7,20,3,67.0,13.57,3.654,7.7,15.4,0.0,0.5,0.087,2,2,2,10,1,0,0,3,HER,53.0,13.0,18.0,12.0,RP,0,4,2,95,0.174,0,0,4,23,4,0.0,7.4,14.3,15.0,65.0,10.0,10.0,7.7,18.9,12.6,50.0
2024,677,Naranjeros de Hermosillo,510552,Ozzie Mendez,1,,2.45,15,0.364,0.333,0.357,0.69,7.36,2.45,0.0,9.82,3.0,5,1,3,0,0,0,0,0,1,0,0,2,0,0,0,22,6,11,0,62.0,15.82,3.867,6.7,20.0,0.0,0.333,0.071,4,0,1,2,3,0,0,1,HER,30.0,6.0,17.0,12.0,RP,0,3,1,58,0.286,0,0,4,14,1,0.0,10.3,27.3,63.6,27.3,9.1,0.0,13.3,29.3,20.7,40.0
2024,677,Naranjeros de Hermosillo,594027,Tayron Guerrero,1,,3.52,33,0.316,0.303,0.241,0.544,11.74,2.35,0.0,7.04,5.0,1,0,0,0,4,1,0,1,1,0,0,5,0,0,0,81,25,19,3,67.0,19.17,4.455,6.1,30.3,0.0,0.2,0.034,5,0,0,8,3,0,2,1,HER,98.0,16.0,41.0,16.0,RP,0,10,2,147,0.207,2,0,6,29,3,0.0,17.0,30.9,42.1,47.4,10.5,0.0,24.2,27.9,10.9,48.5
2024,677,Naranjeros de Hermosillo,625068,Javier Rodriguez,1,,0.0,7,0.333,0.429,0.333,0.762,0.0,6.75,0.0,13.50,0.0,2,1,0,0,0,0,0,1,0,0,0,3,0,0,0,13,2,6,1,54.0,21.0,4.0,14.3,0.0,0.0,,0.0,0,0,2,2,1,0,0,1,HER,15.0,5.0,4.0,2.0,RP,0,0,1,28,0.333,0,0,2,6,0,0.0,7.1,15.4,16.7,50.0,33.3,0.0,-14.3,14.3,7.1,71.4
2024,677,Naranjeros de Hermosillo,641852,Thomas McIlraith,1,,0.0,3,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,2,0,80.0,15.0,5.0,0.0,33.3,0.0,,0.0,0,1,1,0,0,0,0,0,HER,12.0,1.0,4.0,1.0,RP,0,1,0,15,0.0,0,0,0,3,0,,20.0,27.3,0.0,0.0,50.0,50.0,33.3,26.7,6.7,33.3
2024,677,Naranjeros de Hermosillo,643494,A.J. Puckett,1,1.0,1.35,53,0.25,0.264,0.292,0.556,10.13,1.35,0.67,6.08,7.5,3,2,1,0,0,0,0,4,2,0,1,5,1,1,0,99,27,33,7,65.0,15.23,3.83,3.8,28.3,0.019,0.133,0.104,2,2,1,19,2,0,1,6,HER,126.0,30.0,57.0,31.0,RP,1,15,2,203,0.188,3,0,9,48,2,25.0,13.3,27.3,12.1,75.8,6.1,6.1,24.5,28.1,15.3,56.6
2024,677,Naranjeros de Hermosillo,643518,Jose Samayoa,1,0.0,4.12,87,0.368,0.333,0.354,0.687,10.07,2.29,0.46,10.07,4.4,0,0,1,0,4,0,1,0,3,0,1,12,0,0,0,153,44,58,4,64.0,16.63,3.759,5.7,25.3,0.011,0.227,0.076,11,5,0,20,3,1,8,10,HER,208.0,54.0,98.0,54.0,SP,1,22,5,327,0.278,2,1,22,79,9,7.1,13.5,28.8,24.1,51.7,13.8,10.3,19.6,30.0,16.5,62.1
