game_id,date,trajectory,event,coordX,coordY,pitchername,pitcherid,pitcher_hand,batter_name,batter_id,bat_side,split_batter,split_pitcher,balls,strikes,outs,isOut
787005,2024-11-21,ground_ball,grounded_into_double_play,115.57,150.43,Fernando Sanchez,685719,Left,Rodolfo Amador,616613,Left,vs_LHP,vs_LHB,1,1,0,True
787005,2024-11-21,ground_ball,field_out,108.92,157.7,Fernando Sanchez,685719,Left,Justin Dean,681909,Right,vs_LHP,vs_RHB,0,0,2,True
787005,2024-11-21,ground_ball,field_out,156.11,168.59,Fredy Quintero,542278,Right,Greg Allen,656185,Left,vs_RHP,vs_LHB,2,2,0,True
787005,2024-11-21,ground_ball,field_out,141.59,151.64,Fredy Quintero,542278,Right,Allen Córdoba,642707,Right,vs_RHP,vs_RHB,0,0,1,True
787005,2024-11-21,ground_ball,field_out,129.49,178.27,Fredy Quintero,542278,Right,Victor Mendoza,628013,Left,vs_RHP,vs_LHB,3,1,2,True
787005,2024-11-21,ground_ball,single,142.2,135.31,Fernando Sanchez,685719,Left,Kyle Martin,657674,Left,vs_LHP,vs_LHB,3,2,1,False
787005,2024-11-21,popup,field_out,176.69,165.56,Fredy Quintero,542278,Right,Dustin Peterson,640460,Right,vs_RHP,vs_RHB,0,0,0,True
787005,2024-11-21,ground_ball,field_out,170.03,141.36,Fredy Quintero,542278,Right,Kennys Vargas,573627,Left,vs_RHP,vs_LHB,2,1,1,True
787005,2024-11-21,ground_ball,field_out,108.31,157.7,Fredy Quintero,542278,Right,Roberto Valenzuela,672438,Right,vs_RHP,vs_RHB,0,1,2,True
787005,2024-11-21,popup,field_out,105.89,196.42,Fernando Sanchez,685719,Left,Roberto Castro,802580,Left,vs_LHP,vs_LHB,1,2,0,True
787005,2024-11-21,ground_ball,single,126.46,95.97,Fernando Sanchez,685719,Left,Elias Verdugo,814656,Right,vs_LHP,vs_RHB,1,0,1,False
787005,2024-11-21,ground_ball,force_out,107.1,166.17,Fernando Sanchez,685719,Left,Marco Jaime,668616,Right,vs_LHP,vs_RHB,1,1,1,True
787005,2024-11-21,ground_ball,force_out,108.92,167.38,Fernando Sanchez,685719,Left,Rodolfo Amador,616613,Left,vs_LHP,vs_LHB,1,0,2,True
787005,2024-11-21,fly_ball,single,173.06,133.49,Fredy Quintero,542278,Right,Jose Carlos Urena,614182,Right,vs_RHP,vs_RHB,1,1,0,False
787005,2024-11-21,fly_ball,field_out,88.34,96.58,Fredy Quintero,542278,Right,Juan Carlos Gamboa,585251,Left,vs_RHP,vs_LHB,1,0,0,True
787005,2024-11-21,ground_ball,field_out,129.49,185.53,Fredy Quintero,542278,Right,Santiago Chávez,622700,Right,vs_RHP,vs_RHB,0,0,1,True
787005,2024-11-21,fly_ball,field_out,173.06,110.5,Fredy Quintero,542278,Right,Greg Allen,656185,Left,vs_RHP,vs_LHB,2,2,2,True
787005,2024-11-21,fly_ball,field_out,81.68,97.18,Fernando Sanchez,685719,Left,Yasmany Tomás,630111,Right,vs_LHP,vs_RHB,0,2,0,True
787005,2024-11-21,fly_ball,field_out,81.68,80.24,Fernando Sanchez,685719,Left,Kyle Martin,657674,Left,vs_LHP,vs_LHB,1,0,1,True
787005,2024-11-21,ground_ball,single,127.67,93.55,Fernando Sanchez,685719,Left,Alejandro Urias,703060,Right,vs_LHP,vs_RHB,0,1,2,False
787005,2024-11-21,line_drive,field_out,177.9,114.13,Fernando Sanchez,685719,Left,Beder Gutierrez,664583,Right,vs_LHP,vs_RHB,2,1,2,True
787005,2024-11-21,ground_ball,single,82.29,109.29,Fredy Quintero,542278,Right,Allen Córdoba,642707,Right,vs_RHP,vs_RHB,2,1,0,False
787005,2024-11-21,fly_ball,field_out,99.84,80.24,Fredy Quintero,542278,Right,Victor Mendoza,628013,Left,vs_RHP,vs_LHB,0,2,0,True
787005,2024-11-21,fly_ball,field_out,166.4,105.65,Fredy Quintero,542278,Right,Dustin Peterson,640460,Right,vs_RHP,vs_RHB,1,1,2,True
787005,2024-11-21,ground_ball,field_out,142.2,157.7,Fernando Sanchez,685719,Left,Roberto Castro,802580,Left,vs_LHP,vs_LHB,1,0,0,True
787005,2024-11-21,popup,field_out,151.88,167.98,Fernando Sanchez,685719,Left,Elias Verdugo,814656,Right,vs_LHP,vs_RHB,3,2,1,True
787005,2024-11-21,ground_ball,field_out,114.36,153.46,Fernando Sanchez,685719,Left,Marco Jaime,668616,Right,vs_LHP,vs_RHB,0,1,2,True
787005,2024-11-21,ground_ball,field_out,107.1,167.98,Victor Garcia,806625,Right,Roberto Valenzuela,672438,Right,vs_RHP,vs_RHB,0,0,1,True
787005,2024-11-21,ground_ball,double,38.12,106.26,Victor Garcia,806625,Right,Jose Carlos Urena,614182,Right,vs_RHP,vs_RHB,2,1,2,False
787005,2024-11-21,fly_ball,field_out,143.41,91.13,Victor Garcia,806625,Right,Juan Carlos Gamboa,585251,Left,vs_RHP,vs_LHB,1,2,2,True
787005,2024-11-21,ground_ball,single,127.07,92.34,Juan Robles,660850,Right,Rodolfo Amador,616613,Left,vs_RHP,vs_LHB,1,0,0,False
787005,2024-11-21,fly_ball,field_out,104.07,80.84,Juan Robles,660850,Right,Justin Dean,681909,Right,vs_RHP,vs_RHB,1,0,0,True
787005,2024-11-21,fly_ball,home_run,38.12,69.35,Manuel Urias,679893,Right,Santiago Chávez,622700,Right,vs_RHP,vs_RHB,2,2,0,False
