season,team_id,team_name,player_id,Name,position_code,POS,G,GS,GO,airOuts,R,2B,3B,HR,K,BB,IBB,H,HBP,AVG,AB,OBP,SLG,OPS,CS,SB,SB%,GIDP,numP,ERA,IP,W,L,SV,SVOpp,HLD,BS,ER,WHIP,BF,Outs,GPitched,CG,SHO,Str,Str%,HBP.1,BK,WP,pickOffs,TB,GO/FO,W%,P/IP,GF,K/BB,K/9,BB/9,H/9,R/9,HR/9,inheritedRunners,inheritedRunnersScored,catchersInterference,sacBunts,SF,team,IP_numeric,QS
2024,674,Charros de Jalisco,616617,Adrian Gusman,1,RP,11,0,16,7,0,0,0,0,9,1,0,3,0,0.086,35,0.111,0.086,0.197,0,0,,0,148,0.0,10.2,1,0,0,0,4,0,0,0.38,36,32,11,0,0,99,0.67,0,0,0,0,3,2.29,1.0,13.88,0,9.0,7.59,0.84,2.53,0.0,0.0,6,0,0,0,0,JAL,10.666666666666666,0
2024,674,Charros de Jalisco,802581,Alejandro Morales,1,RP,3,0,0,4,1,0,0,0,4,1,0,5,0,0.385,13,0.429,0.385,0.814,1,1,50.0,0,58,0.0,3.0,0,0,0,0,0,0,0,2.0,14,9,3,0,0,34,0.59,0,0,0,0,5,0.0,,19.33,0,4.0,12.0,3.0,15.0,3.0,0.0,1,1,0,0,0,JAL,3.0,0
2024,674,Charros de Jalisco,641461,Trevor Clifton,1,RP,9,0,9,9,2,1,0,0,11,3,0,8,0,0.235,34,0.289,0.265,0.554,0,1,100.0,1,151,0.87,10.1,2,1,3,3,0,0,1,1.06,40,31,9,0,0,90,0.6,0,0,1,0,9,1.0,0.667,14.61,8,3.67,9.58,2.61,6.97,1.74,0.0,4,2,0,2,1,JAL,10.333333333333334,0
2024,674,Charros de Jalisco,616405,Mario Meza,1,RP,12,0,10,13,2,1,0,0,10,4,0,7,0,0.179,39,0.25,0.205,0.455,0,2,100.0,0,151,1.64,11.0,1,1,1,1,4,0,2,1.0,44,33,12,0,0,100,0.66,0,0,0,0,8,0.77,0.5,13.73,2,2.5,8.18,3.27,5.73,1.64,0.0,5,1,0,0,1,JAL,11.0,0
2024,674,Charros de Jalisco,570620,Ivan Zavala,1,RP,6,0,7,18,4,0,0,1,0,3,0,5,1,0.167,30,0.265,0.267,0.532,0,1,100.0,1,120,2.16,8.1,0,0,0,0,0,0,2,0.96,34,25,6,0,0,65,0.54,1,0,0,0,8,0.39,,14.4,2,0.0,0.0,3.24,5.4,4.32,1.08,4,1,0,0,0,JAL,8.333333333333334,0
2024,674,Charros de Jalisco,645179,Luis Ivan Rodriguez,1,SP,5,5,33,19,8,5,1,3,25,6,0,24,3,0.242,99,0.303,0.404,0.707,2,3,60.0,5,427,2.6,27.2,0,1,0,0,0,0,8,1.08,110,83,5,0,0,283,0.66,3,0,2,0,40,1.74,0.0,15.43,0,4.17,8.13,1.95,7.81,2.6,0.98,0,0,0,1,1,JAL,27.666666666666668,2
2024,674,Charros de Jalisco,674478,Luis Payan,1,SP,5,5,27,26,12,5,0,1,21,5,0,26,3,0.265,98,0.321,0.347,0.668,0,4,100.0,2,386,2.96,24.1,2,1,0,0,0,0,8,1.27,108,73,5,0,0,242,0.63,3,0,2,0,34,1.04,0.667,15.86,0,4.2,7.77,1.85,9.62,4.44,0.37,0,0,0,2,0,JAL,24.333333333333332,2
2024,674,Charros de Jalisco,672598,Alemao Hernandez,1,SP,5,5,33,26,9,3,0,3,16,10,0,23,0,0.237,97,0.308,0.361,0.669,0,1,100.0,4,432,3.12,26.0,3,1,0,0,0,0,9,1.27,108,78,5,0,0,268,0.62,0,0,1,0,35,1.27,0.75,16.62,0,1.6,5.54,3.46,7.96,3.12,1.04,0,0,0,1,0,JAL,26.0,3
2024,674,Charros de Jalisco,620396,Miguel Aguilar,1,RP,11,0,13,3,4,1,0,1,10,2,0,4,0,0.143,28,0.194,0.286,0.48,0,0,,1,152,3.24,8.1,0,1,0,0,4,0,3,0.72,32,25,11,0,0,98,0.64,0,0,0,0,8,4.33,0.0,18.24,2,5.0,10.8,2.16,4.32,4.32,1.08,6,0,0,1,1,JAL,8.333333333333334,0
2024,674,Charros de Jalisco,642574,Ronald Medrano,1,SP,4,4,18,24,13,3,1,2,20,9,0,21,2,0.259,81,0.344,0.395,0.739,1,1,50.0,1,384,4.64,21.1,1,3,0,0,0,0,11,1.41,94,64,4,0,0,242,0.63,2,0,0,0,32,0.75,0.25,18.0,0,2.22,8.44,3.8,8.86,5.48,0.84,0,0,0,1,1,JAL,21.333333333333332,1
2024,674,Charros de Jalisco,691839,Joe Jones,1,RP,5,0,5,5,3,1,0,1,1,3,0,4,1,0.286,14,0.444,0.571,1.015,0,0,,0,58,4.91,3.2,0,0,0,0,1,0,2,1.91,19,11,5,0,0,33,0.57,1,0,0,0,8,1.0,,15.82,0,0.33,2.45,7.36,9.82,7.36,2.45,1,1,0,1,0,JAL,3.6666666666666665,0
2024,674,Charros de Jalisco,645799,Isaac Jimenez,1,RP,11,0,6,11,6,2,0,0,8,4,0,9,0,0.273,33,0.342,0.333,0.675,0,0,,0,156,5.4,8.1,0,1,0,2,3,2,5,1.56,38,25,11,0,0,93,0.6,0,0,3,0,11,0.55,0.0,18.72,2,2.0,8.64,4.32,9.72,6.48,0.0,4,1,0,0,1,JAL,8.333333333333334,0
2024,674,Charros de Jalisco,605446,Dereck Rodríguez,1,"SP, RP",4,3,11,19,10,8,1,3,9,3,0,18,0,0.333,54,0.356,0.685,1.041,0,1,100.0,1,222,6.92,13.0,0,2,0,0,0,0,10,1.62,60,39,4,0,0,140,0.63,0,0,0,0,37,0.58,0.0,17.08,0,3.0,6.23,2.08,12.46,6.92,2.08,2,2,0,1,2,JAL,13.0,0
2024,674,Charros de Jalisco,511648,Antonio Garzon,1,RP,12,0,6,8,6,0,0,1,5,4,0,8,2,0.32,25,0.438,0.44,0.878,1,0,0.0,2,131,7.36,7.1,0,0,0,0,0,0,6,1.64,33,22,12,0,0,75,0.57,2,0,0,0,11,0.75,,17.86,2,1.25,6.14,4.91,9.82,7.36,1.23,14,3,0,1,1,JAL,7.333333333333333,0
2024,674,Charros de Jalisco,668155,Alberto Leyva,1,RP,10,0,5,6,5,2,0,1,6,8,0,8,1,0.32,25,0.5,0.52,1.02,0,1,100.0,1,138,7.5,6.0,0,0,0,1,1,1,5,2.67,34,18,10,0,0,72,0.52,1,0,0,0,13,0.83,,23.0,0,0.75,9.0,12.0,12.0,7.5,1.5,11,4,0,0,0,JAL,6.0,0
2024,674,Charros de Jalisco,527054,Julio Teheran,1,SP,4,4,25,13,18,2,0,3,16,7,0,22,2,0.289,76,0.365,0.434,0.799,0,5,100.0,2,329,8.66,17.2,2,1,0,0,0,0,17,1.64,85,53,4,0,0,207,0.63,2,0,1,0,33,1.92,0.667,18.62,0,2.29,8.15,3.57,11.21,9.17,1.53,0,0,0,0,0,JAL,17.666666666666668,0
2024,674,Charros de Jalisco,800079,Cristian Alvarado,1,RP,9,0,11,8,8,0,0,2,4,5,0,7,0,0.241,29,0.343,0.448,0.791,0,1,100.0,1,144,9.39,7.2,1,0,0,0,0,0,8,1.57,35,23,9,0,0,89,0.62,0,0,0,0,13,1.38,1.0,18.78,2,0.8,4.7,5.87,8.22,9.39,2.35,7,2,0,0,1,JAL,7.666666666666667,0
2024,674,Charros de Jalisco,680048,Aldo Ramirez,1,RP,2,0,2,2,2,0,0,0,1,4,0,3,0,0.429,7,0.583,0.429,1.012,0,0,,0,51,10.8,1.2,0,0,0,0,0,0,2,4.2,12,5,2,0,0,22,0.43,0,0,0,0,3,1.0,,30.6,0,0.25,5.4,21.6,16.2,10.8,0.0,3,3,0,0,1,JAL,1.6666666666666665,0
2024,674,Charros de Jalisco,686317,Edgar Manzo,1,RP,4,0,3,7,5,2,0,1,2,6,2,6,1,0.353,17,0.52,0.647,1.167,0,1,100.0,0,85,11.25,4.0,0,0,0,0,0,0,5,3.0,25,12,4,0,0,50,0.59,1,0,1,0,11,0.43,,21.25,0,0.33,4.5,13.5,13.5,11.25,2.25,3,0,0,0,1,JAL,4.0,0
2024,675,Caneros de los Mochis,601978,Fabian Cota,1,RP,14,0,15,16,2,1,0,0,10,3,1,10,1,0.208,48,0.264,0.229,0.493,0,1,100.0,0,209,0.0,13.1,2,1,4,5,4,1,0,0.98,55,40,14,0,0,143,0.68,1,0,0,0,11,0.94,0.667,15.68,9,3.33,6.75,2.03,6.75,1.35,0.0,7,0,0,2,1,MOC,13.333333333333334,0
2024,675,Caneros de los Mochis,682779,Jose Luna,1,RP,8,0,9,3,0,0,0,0,2,5,0,3,0,0.176,17,0.364,0.176,0.54,0,0,,1,77,0.0,5.0,1,0,0,0,2,0,0,1.6,22,15,8,0,0,41,0.53,0,0,1,0,3,3.0,1.0,15.4,1,0.4,3.6,9.0,5.4,0.0,0.0,15,2,0,0,0,MOC,5.0,0
2024,675,Caneros de los Mochis,477584,Tomas Solis,1,RP,11,0,7,8,0,0,0,0,2,1,0,2,0,0.111,18,0.15,0.111,0.261,0,1,100.0,2,71,0.0,6.1,2,0,0,0,2,0,0,0.47,20,19,11,0,0,43,0.61,0,0,1,0,2,0.88,1.0,11.21,0,2.0,2.84,1.42,2.84,0.0,0.0,20,5,0,0,1,MOC,6.333333333333333,0
2024,675,Caneros de los Mochis,667378,Dauris Valdez,1,RP,1,0,1,2,0,0,0,0,0,0,0,0,0,0.0,3,0.0,0.0,0.0,0,0,,0,14,0.0,1.0,0,0,0,0,0,0,0,0.0,3,3,1,0,0,9,0.64,0,0,0,0,0,0.5,,14.0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,MOC,1.0,0
2024,675,Caneros de los Mochis,703725,Luis Gastelum,1,RP,12,0,10,5,3,2,0,0,19,3,0,10,1,0.227,44,0.292,0.273,0.565,0,2,100.0,1,192,1.42,12.2,0,0,0,1,5,1,2,1.03,48,38,12,0,0,142,0.74,1,0,0,0,12,2.0,,15.16,1,6.33,13.5,2.13,7.11,2.13,0.0,4,0,0,0,0,MOC,12.666666666666666,0
2024,675,Caneros de los Mochis,676520,Manuel Alvarez,1,RP,6,0,4,5,1,0,0,0,7,7,0,5,0,0.238,21,0.429,0.238,0.667,0,0,,0,117,1.69,5.1,0,0,0,0,0,0,1,2.25,28,16,6,0,0,61,0.52,0,0,2,0,5,0.8,,21.94,0,1.0,11.81,11.81,8.44,1.69,0.0,0,0,0,0,0,MOC,5.333333333333333,0
2024,675,Caneros de los Mochis,665958,Darel Torres,1,SP,5,5,17,32,6,1,0,2,29,18,0,11,1,0.125,88,0.278,0.205,0.483,5,2,28.6,2,475,1.93,28.0,5,0,0,0,0,0,6,1.04,108,84,5,0,0,287,0.6,1,0,1,0,18,0.53,1.0,16.96,0,1.61,9.32,5.79,3.54,1.93,0.64,0,0,0,0,1,MOC,28.0,3
2024,675,Caneros de los Mochis,807586,Omar Araujo,1,SP,5,5,25,26,7,2,0,1,21,11,0,17,1,0.191,89,0.287,0.247,0.534,0,4,100.0,0,413,2.19,24.2,1,2,0,0,0,0,6,1.14,101,74,5,0,0,258,0.62,1,0,0,0,22,0.96,0.333,16.74,0,1.91,7.66,4.01,6.2,2.55,0.36,0,0,0,0,0,MOC,24.666666666666668,1
2024,675,Caneros de los Mochis,685829,Irving Machuca,1,RP,14,0,7,12,4,3,0,1,21,5,1,15,1,0.278,54,0.35,0.389,0.739,1,3,75.0,1,266,2.51,14.1,1,0,0,0,6,0,4,1.4,61,43,14,0,0,162,0.61,1,0,0,0,21,0.58,1.0,18.56,3,4.2,13.19,3.14,9.42,2.51,0.63,2,0,0,1,0,MOC,14.333333333333334,0
2024,675,Caneros de los Mochis,572177,Nick Struck,1,"SP, RP",6,3,17,15,6,2,0,0,8,6,0,14,0,0.269,52,0.345,0.308,0.653,1,1,50.0,3,253,2.51,14.1,1,0,1,1,1,0,4,1.4,60,43,6,0,0,156,0.62,0,0,0,1,16,1.13,1.0,17.65,1,1.33,5.02,3.77,8.79,3.77,0.0,0,0,0,2,0,MOC,14.333333333333334,0
2024,675,Caneros de los Mochis,642532,Luis Miranda,1,SP,4,4,30,29,7,5,0,1,13,2,0,23,2,0.245,94,0.273,0.33,0.603,1,4,80.0,3,353,2.52,25.0,2,0,0,0,0,0,7,1.0,99,75,4,0,0,229,0.65,2,0,0,0,31,1.03,1.0,14.12,0,6.5,4.68,0.72,8.28,2.52,0.36,0,0,0,0,1,MOC,25.0,4
2024,675,Caneros de los Mochis,681753,Adrian Hernandez,1,RP,7,0,9,6,2,0,0,0,3,2,1,6,1,0.261,23,0.346,0.261,0.607,0,0,,0,93,3.0,6.0,0,0,0,1,0,1,2,1.33,27,18,7,0,0,55,0.59,1,0,0,0,6,1.5,,15.5,0,1.5,4.5,3.0,9.0,3.0,0.0,3,2,0,1,0,MOC,6.0,0
2024,675,Caneros de los Mochis,703590,Frank Moscatiello,1,RP,3,0,2,5,1,1,0,0,2,6,0,1,0,0.1,10,0.438,0.2,0.638,0,0,,0,69,3.0,3.0,0,0,0,0,0,0,1,2.33,16,9,3,0,0,27,0.39,0,0,0,0,2,0.4,,23.0,0,0.33,6.0,18.0,3.0,3.0,0.0,0,0,0,0,0,MOC,3.0,0
2024,675,Caneros de los Mochis,685692,Vicente Valenzuela,1,RP,4,0,4,7,4,1,0,1,5,5,2,6,0,0.286,21,0.407,0.476,0.883,0,0,,1,120,3.18,5.2,0,1,0,1,0,1,2,1.94,27,17,4,0,0,74,0.62,0,0,1,0,10,0.57,0.0,21.18,1,1.0,7.94,7.94,9.53,6.35,1.59,1,1,0,0,1,MOC,5.666666666666667,0
2024,675,Caneros de los Mochis,660826,Lupe Chavez,1,RP,8,0,14,16,7,3,1,0,12,5,0,14,0,0.264,53,0.317,0.358,0.675,1,4,80.0,2,215,3.21,14.0,0,0,0,1,0,1,5,1.36,61,42,8,0,0,146,0.68,0,0,1,0,19,0.88,,15.36,0,2.4,7.71,3.21,9.0,4.5,0.0,7,6,0,1,2,MOC,14.0,0
2024,675,Caneros de los Mochis,703722,Miguel Vazquez,1,RP,13,0,14,10,4,3,0,0,8,5,0,7,0,0.184,38,0.279,0.263,0.542,0,1,100.0,1,151,3.27,11.0,0,0,0,1,2,1,4,1.09,44,33,13,0,0,93,0.62,0,0,0,0,10,1.4,,13.73,2,1.6,6.55,4.09,5.73,3.27,0.0,10,4,0,1,0,MOC,11.0,0
2024,675,Caneros de los Mochis,691388,Jonas Garibay,1,RP,4,0,4,4,2,1,0,2,4,1,0,6,0,0.333,18,0.368,0.722,1.09,0,0,,0,72,4.5,4.0,0,0,0,0,0,0,2,1.75,19,12,4,0,0,50,0.69,0,0,1,0,13,1.0,,18.0,3,4.0,9.0,2.25,13.5,4.5,4.5,0,0,0,0,0,MOC,4.0,0
2024,675,Caneros de los Mochis,671790,Ronald Bolaños,1,SP,5,5,18,16,15,1,0,2,19,15,0,20,2,0.29,69,0.416,0.391,0.807,0,4,100.0,4,365,7.11,19.0,1,2,0,0,0,0,15,1.84,90,57,5,0,0,205,0.56,2,0,4,0,27,1.13,0.333,19.21,0,1.27,9.0,7.11,9.47,7.11,0.95,0,0,0,1,3,MOC,19.0,0
2024,675,Caneros de los Mochis,597113,DJ Johnson,1,RP,7,0,10,1,6,1,0,0,3,2,0,7,2,0.35,20,0.458,0.4,0.858,0,0,,2,103,8.44,5.1,0,0,3,4,1,1,5,1.69,25,16,7,0,0,59,0.57,2,0,1,0,8,10.0,,19.31,4,1.5,5.06,3.38,11.81,10.13,0.0,0,0,0,1,0,MOC,5.333333333333333,0
2024,675,Caneros de los Mochis,679893,Manuel Urias,1,"SP, RP",4,3,13,9,11,3,0,1,10,6,0,13,0,0.289,45,0.373,0.422,0.795,0,4,100.0,1,211,9.0,11.0,0,3,0,0,0,0,11,1.73,51,33,4,0,0,134,0.64,0,0,0,0,19,1.44,0.0,19.18,0,1.67,8.18,4.91,10.64,9.0,0.82,0,0,0,0,0,MOC,11.0,0
2024,675,Caneros de los Mochis,542278,Fredy Quintero,1,"SP, RP",3,1,7,4,7,2,0,2,2,2,0,7,0,0.35,20,0.409,0.75,1.159,0,0,,0,85,12.46,4.1,0,1,0,0,0,0,6,2.08,22,13,3,0,0,50,0.59,0,0,0,0,15,1.75,0.0,19.62,1,1.0,4.15,4.15,14.54,14.54,4.15,1,1,0,0,0,MOC,4.333333333333333,0
2024,676,Mayos de Navojoa,802568,Daniel Zazueta,1,RP,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0.0,0.0,0.0,0,0,,0,4,0.0,0.1,0,0,0,0,0,0,0,0.0,1,1,1,0,0,3,0.75,0,0,0,0,0,,,12.0,1,,27.0,0.0,0.0,0.0,0.0,3,0,0,0,0,NAV,0.3333333333333333,0
2024,676,Mayos de Navojoa,677604,Damian Mendoza,1,"SP, RP",6,1,15,15,2,2,0,0,11,4,0,9,0,0.191,47,0.245,0.234,0.479,0,0,,0,203,1.35,13.1,1,0,0,0,1,0,2,0.98,54,40,6,0,0,128,0.63,0,0,0,0,11,1.0,1.0,15.23,2,2.75,7.43,2.7,6.08,1.35,0.0,3,2,0,1,2,NAV,13.333333333333334,0
2024,676,Mayos de Navojoa,679857,Carlos Tavera,1,SP,6,6,23,36,6,2,0,3,31,12,0,16,1,0.152,105,0.244,0.257,0.501,0,4,100.0,4,496,1.47,30.2,1,2,0,0,0,0,5,0.91,119,92,6,0,0,310,0.63,1,2,0,0,27,0.64,0.333,16.17,0,2.58,9.1,3.52,4.7,1.76,0.88,0,0,0,0,1,NAV,30.666666666666668,3
2024,676,Mayos de Navojoa,619854,Carlos Bustamante,1,RP,11,0,10,14,2,2,1,1,10,4,0,8,0,0.19,42,0.261,0.357,0.618,0,4,100.0,0,181,1.54,11.2,0,0,0,1,3,1,2,1.03,46,35,11,0,0,112,0.62,0,0,0,0,15,0.71,,15.51,0,2.5,7.71,3.09,6.17,1.54,0.77,7,5,0,0,0,NAV,11.666666666666666,0
2024,676,Mayos de Navojoa,674476,Jonathan Partida,1,RP,12,0,6,8,2,1,0,0,4,4,1,4,0,0.182,22,0.308,0.227,0.535,0,1,100.0,2,119,2.57,7.0,0,1,0,0,0,0,2,1.14,26,21,12,0,0,70,0.59,0,0,0,0,5,0.75,0.0,17.0,3,1.0,5.14,5.14,5.14,2.57,0.0,12,2,0,0,0,NAV,7.0,0
2024,676,Mayos de Navojoa,820829,Charlie Hasty,1,RP,12,0,12,19,6,5,0,0,9,6,1,9,0,0.191,47,0.278,0.298,0.576,1,1,50.0,0,218,2.63,13.2,0,1,7,8,0,1,4,1.1,55,41,12,0,0,136,0.62,0,0,0,0,14,0.63,0.0,15.95,10,1.5,5.93,3.95,5.93,3.95,0.0,3,1,0,1,1,NAV,13.666666666666666,0
2024,676,Mayos de Navojoa,692940,Erick Preciado,1,RP,3,0,3,9,2,1,0,1,7,2,0,9,1,0.321,28,0.387,0.464,0.851,0,0,,1,118,2.7,6.2,0,0,0,0,0,0,2,1.65,31,20,3,0,0,71,0.6,1,0,1,0,13,0.33,,17.7,1,3.5,9.45,2.7,12.15,2.7,1.35,2,2,0,0,0,NAV,6.666666666666667,0
