date,code,description,ballColor,isStrike,isBall,eventType,ball_count,strike_count,strikeZoneTop,strikeZoneBottom,x,y,pitchNumber,pitcher_name,pitcher_id,pitch_hand,batter_name,batter_id,bat_side
2024-10-12,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,field_out,1,1,3.411,1.565,148.36,137.9,2,Odrisamer Despaigne,628333,Right,Jose Cardona,606580,Right
2024-10-12,X,"In play, out(s)","rgba(26, 86, 190, 1.0)",False,False,field_out,1,1,3.411,1.565,84.99,154.81,3,Odrisamer Despaigne,628333,Right,Jose Cardona,606580,Right
2024-10-12,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,field_out,1,0,3.179,1.474,153.3,97.8,1,Odrisamer Despaigne,628333,Right,Irving Lopez,676761,Left
2024-10-12,C,Called Strike,"rgba(170, 21, 11, 1.0)",True,False,field_out,1,1,3.179,1.474,87.24,135.0,2,Odrisamer Despaigne,628333,Right,Irving Lopez,676761,Left
2024-10-12,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,field_out,2,1,3.179,1.474,58.92,155.29,3,Odrisamer Despaigne,628333,Right,Irving Lopez,676761,Left
2024-10-12,S,Swinging Strike,"rgba(170, 21, 11, 1.0)",True,False,field_out,2,2,3.179,1.474,130.38,152.88,4,Odrisamer Despaigne,628333,Right,Irving Lopez,676761,Left
2024-10-12,F,Foul,"rgba(170, 21, 11, 1.0)",True,False,field_out,2,2,3.179,1.474,96.67,144.66,5,Odrisamer Despaigne,628333,Right,Irving Lopez,676761,Left
2024-10-12,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,field_out,3,2,3.179,1.474,163.64,108.91,6,Odrisamer Despaigne,628333,Right,Irving Lopez,676761,Left
2024-10-12,X,"In play, out(s)","rgba(26, 86, 190, 1.0)",False,False,field_out,3,2,3.179,1.474,102.52,142.25,7,Odrisamer Despaigne,628333,Right,Irving Lopez,676761,Left
2024-10-12,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,walk,1,0,3.411,1.565,154.65,143.7,1,Odrisamer Despaigne,628333,Right,Nicholas Torres,657051,Right
2024-10-12,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,walk,2,0,3.411,1.565,59.37,131.62,2,Odrisamer Despaigne,628333,Right,Nicholas Torres,657051,Right
2024-10-12,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,walk,3,0,3.411,1.565,62.52,142.25,3,Odrisamer Despaigne,628333,Right,Nicholas Torres,657051,Right
2024-10-12,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,walk,4,0,3.411,1.565,60.27,135.0,4,Odrisamer Despaigne,628333,Right,Nicholas Torres,657051,Right
2024-10-12,C,Called Strike,"rgba(170, 21, 11, 1.0)",True,False,single,0,1,3.1,1.46,90.83,153.84,1,Odrisamer Despaigne,628333,Right,Willie Calhoun,641432,Left
2024-10-12,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,single,1,1,3.1,1.46,157.35,153.36,2,Odrisamer Despaigne,628333,Right,Willie Calhoun,641432,Left
2024-10-12,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,single,2,1,3.1,1.46,60.72,162.54,3,Odrisamer Despaigne,628333,Right,Willie Calhoun,641432,Left
2024-10-12,S,Swinging Strike,"rgba(170, 21, 11, 1.0)",True,False,single,2,2,3.1,1.46,134.43,159.64,4,Odrisamer Despaigne,628333,Right,Willie Calhoun,641432,Left
2024-10-12,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,single,3,2,3.1,1.46,46.79,157.71,5,Odrisamer Despaigne,628333,Right,Willie Calhoun,641432,Left
2024-10-12,E,"In play, run(s)","rgba(26, 86, 190, 1.0)",False,False,single,3,2,3.1,1.46,119.6,156.74,6,Odrisamer Despaigne,628333,Right,Willie Calhoun,641432,Left
2024-10-12,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,field_out,1,0,3.24,1.54,109.26,102.63,1,Odrisamer Despaigne,628333,Right,Jordan Diaz,672478,Right
2024-10-12,S,Swinging Strike,"rgba(170, 21, 11, 1.0)",True,False,field_out,1,1,3.24,1.54,102.52,159.16,2,Odrisamer Despaigne,628333,Right,Jordan Diaz,672478,Right
2024-10-12,X,"In play, out(s)","rgba(26, 86, 190, 1.0)",False,False,field_out,1,1,3.24,1.54,98.02,142.73,3,Odrisamer Despaigne,628333,Right,Jordan Diaz,672478,Right
2024-10-12,C,Called Strike,"rgba(170, 21, 11, 1.0)",True,False,strikeout,0,1,3.319,1.513,91.73,147.56,1,Robert Stock,476594,Right,Anthony García,571685,Right
2024-10-12,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,strikeout,1,1,3.319,1.513,67.91,157.71,2,Robert Stock,476594,Right,Anthony García,571685,Right
2024-10-12,C,Called Strike,"rgba(170, 21, 11, 1.0)",True,False,strikeout,1,2,3.319,1.513,87.69,149.01,3,Robert Stock,476594,Right,Anthony García,571685,Right
2024-10-12,S,Swinging Strike,"rgba(170, 21, 11, 1.0)",True,False,strikeout,1,3,3.319,1.513,50.38,156.74,4,Robert Stock,476594,Right,Anthony García,571685,Right
2024-10-12,C,Called Strike,"rgba(170, 21, 11, 1.0)",True,False,field_out,0,1,3.467,1.589,120.05,147.56,1,Robert Stock,476594,Right,Victor Mendoza,628013,Left
2024-10-12,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,field_out,1,1,3.467,1.589,142.97,141.28,2,Robert Stock,476594,Right,Victor Mendoza,628013,Left
2024-10-12,S,Swinging Strike,"rgba(170, 21, 11, 1.0)",True,False,field_out,1,2,3.467,1.589,70.61,139.83,3,Robert Stock,476594,Right,Victor Mendoza,628013,Left
2024-10-12,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,field_out,2,2,3.467,1.589,152.4,71.23,4,Robert Stock,476594,Right,Victor Mendoza,628013,Left
2024-10-12,X,"In play, out(s)","rgba(26, 86, 190, 1.0)",False,False,field_out,2,2,3.467,1.589,126.34,147.56,5,Robert Stock,476594,Right,Victor Mendoza,628013,Left
2024-10-12,C,Called Strike,"rgba(170, 21, 11, 1.0)",True,False,walk,0,1,3.55,1.65,94.43,148.05,1,Robert Stock,476594,Right,Anthony Alford,546990,Right
2024-10-12,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,walk,1,1,3.55,1.65,26.56,129.69,2,Robert Stock,476594,Right,Anthony Alford,546990,Right
2024-10-12,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,walk,2,1,3.55,1.65,120.05,90.55,3,Robert Stock,476594,Right,Anthony Alford,546990,Right
2024-10-12,F,Foul,"rgba(170, 21, 11, 1.0)",True,False,walk,2,2,3.55,1.65,122.29,106.49,4,Robert Stock,476594,Right,Anthony Alford,546990,Right
2024-10-12,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,walk,3,2,3.55,1.65,148.36,136.45,5,Robert Stock,476594,Right,Anthony Alford,546990,Right
2024-10-12,F,Foul,"rgba(170, 21, 11, 1.0)",True,False,walk,3,2,3.55,1.65,93.98,140.8,6,Robert Stock,476594,Right,Anthony Alford,546990,Right
2024-10-12,F,Foul,"rgba(170, 21, 11, 1.0)",True,False,walk,3,2,3.55,1.65,89.93,152.88,7,Robert Stock,476594,Right,Anthony Alford,546990,Right
2024-10-12,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,walk,4,2,3.55,1.65,53.53,152.39,8,Robert Stock,476594,Right,Anthony Alford,546990,Right
2024-10-12,C,Called Strike,"rgba(170, 21, 11, 1.0)",True,False,field_out,0,1,3.301,1.504,122.74,142.25,1,Robert Stock,476594,Right,Fernando Villegas,679589,Right
2024-10-12,S,Swinging Strike,"rgba(170, 21, 11, 1.0)",True,False,field_out,0,2,3.301,1.504,85.44,144.66,2,Robert Stock,476594,Right,Fernando Villegas,679589,Right
2024-10-12,X,"In play, out(s)","rgba(26, 86, 190, 1.0)",False,False,field_out,0,2,3.301,1.504,93.53,143.7,3,Robert Stock,476594,Right,Fernando Villegas,679589,Right
2024-10-12,C,Called Strike,"rgba(170, 21, 11, 1.0)",True,False,field_out,0,1,3.49,1.601,105.21,143.21,1,Odrisamer Despaigne,628333,Right,Agustin Murillo,473242,Right
2024-10-12,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,field_out,1,1,3.49,1.601,153.3,140.31,2,Odrisamer Despaigne,628333,Right,Agustin Murillo,473242,Right
2024-10-12,X,"In play, out(s)","rgba(26, 86, 190, 1.0)",False,False,field_out,1,1,3.49,1.601,107.01,152.88,3,Odrisamer Despaigne,628333,Right,Agustin Murillo,473242,Right
2024-10-12,F,Foul,"rgba(170, 21, 11, 1.0)",True,False,double,0,1,3.371,1.535,110.16,123.89,1,Odrisamer Despaigne,628333,Right,Brandon Valenzuela,678218,Left
2024-10-12,F,Foul,"rgba(170, 21, 11, 1.0)",True,False,double,0,2,3.371,1.535,122.29,125.82,2,Odrisamer Despaigne,628333,Right,Brandon Valenzuela,678218,Left
2024-10-12,F,Foul,"rgba(170, 21, 11, 1.0)",True,False,double,0,2,3.371,1.535,119.15,154.33,3,Odrisamer Despaigne,628333,Right,Brandon Valenzuela,678218,Left
2024-10-12,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,double,1,2,3.371,1.535,100.72,86.2,4,Odrisamer Despaigne,628333,Right,Brandon Valenzuela,678218,Left
2024-10-12,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,double,2,2,3.371,1.535,51.28,157.71,5,Odrisamer Despaigne,628333,Right,Brandon Valenzuela,678218,Left
2024-10-12,F,Foul,"rgba(170, 21, 11, 1.0)",True,False,double,2,2,3.371,1.535,116.9,139.35,6,Odrisamer Despaigne,628333,Right,Brandon Valenzuela,678218,Left
2024-10-12,D,"In play, no out","rgba(26, 86, 190, 1.0)",False,False,double,2,2,3.371,1.535,93.98,120.99,7,Odrisamer Despaigne,628333,Right,Brandon Valenzuela,678218,Left
2024-10-12,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,field_out,1,0,3.371,1.535,114.65,88.14,1,Odrisamer Despaigne,628333,Right,Jasson Atondo,662962,Right
2024-10-12,F,Foul,"rgba(170, 21, 11, 1.0)",True,False,field_out,1,1,3.371,1.535,116.45,142.73,2,Odrisamer Despaigne,628333,Right,Jasson Atondo,662962,Right
2024-10-12,X,"In play, out(s)","rgba(26, 86, 190, 1.0)",False,False,field_out,1,1,3.371,1.535,121.39,153.36,3,Odrisamer Despaigne,628333,Right,Jasson Atondo,662962,Right
2024-10-12,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,field_out,1,0,3.467,1.589,157.8,103.11,1,Odrisamer Despaigne,628333,Right,Angel Camacho,803376,Right
2024-10-12,F,Foul,"rgba(170, 21, 11, 1.0)",True,False,field_out,1,1,3.467,1.589,89.93,128.72,2,Odrisamer Despaigne,628333,Right,Angel Camacho,803376,Right
2024-10-12,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,field_out,2,1,3.467,1.589,44.54,151.43,3,Odrisamer Despaigne,628333,Right,Angel Camacho,803376,Right
2024-10-12,C,Called Strike,"rgba(170, 21, 11, 1.0)",True,False,field_out,2,2,3.467,1.589,113.3,117.61,4,Odrisamer Despaigne,628333,Right,Angel Camacho,803376,Right
2024-10-12,X,"In play, out(s)","rgba(26, 86, 190, 1.0)",False,False,field_out,2,2,3.467,1.589,111.06,141.76,5,Odrisamer Despaigne,628333,Right,Angel Camacho,803376,Right
2024-10-12,C,Called Strike,"rgba(170, 21, 11, 1.0)",True,False,single,0,1,3.319,1.513,119.6,154.33,1,Robert Stock,476594,Right,Santiago Chávez,622700,Right
2024-10-12,F,Foul,"rgba(170, 21, 11, 1.0)",True,False,single,0,2,3.319,1.513,88.14,150.46,2,Robert Stock,476594,Right,Santiago Chávez,622700,Right
2024-10-12,D,"In play, no out","rgba(26, 86, 190, 1.0)",False,False,single,0,2,3.319,1.513,94.43,156.26,3,Robert Stock,476594,Right,Santiago Chávez,622700,Right
2024-10-12,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,force_out,1,0,3.301,1.504,33.3,149.01,1,Robert Stock,476594,Right,Kevin Villavicencio,692944,Right
2024-10-12,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,force_out,2,0,3.301,1.504,70.16,135.0,2,Robert Stock,476594,Right,Kevin Villavicencio,692944,Right
2024-10-12,F,Foul,"rgba(170, 21, 11, 1.0)",True,False,force_out,2,1,3.301,1.504,130.83,150.46,3,Robert Stock,476594,Right,Kevin Villavicencio,692944,Right
2024-10-12,X,"In play, out(s)","rgba(26, 86, 190, 1.0)",False,False,force_out,2,1,3.301,1.504,99.82,152.39,4,Robert Stock,476594,Right,Kevin Villavicencio,692944,Right
2024-10-12,L,Foul Bunt,"rgba(170, 21, 11, 1.0)",True,False,strikeout,0,1,3.467,1.589,118.7,149.49,1,Robert Stock,476594,Right,Allen Córdoba,642707,Right
2024-10-12,F,Foul,"rgba(170, 21, 11, 1.0)",True,False,strikeout,0,2,3.467,1.589,116.45,151.91,2,Robert Stock,476594,Right,Allen Córdoba,642707,Right
2024-10-12,S,Swinging Strike,"rgba(170, 21, 11, 1.0)",True,False,strikeout,0,3,3.467,1.589,53.08,155.29,3,Robert Stock,476594,Right,Allen Córdoba,642707,Right
2024-10-12,C,Called Strike,"rgba(170, 21, 11, 1.0)",True,False,strikeout,0,1,3.37,1.57,106.11,155.29,1,Robert Stock,476594,Right,Jonathan Araúz,660620,Left
2024-10-12,*B,Ball In Dirt,"rgba(39, 161, 39, 1.0)",False,True,strikeout,1,1,3.37,1.57,143.87,159.64,2,Robert Stock,476594,Right,Jonathan Araúz,660620,Left
2024-10-12,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,strikeout,2,1,3.37,1.57,111.51,92.0,3,Robert Stock,476594,Right,Jonathan Araúz,660620,Left
2024-10-12,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,strikeout,3,1,3.37,1.57,156.9,156.74,4,Robert Stock,476594,Right,Jonathan Araúz,660620,Left
2024-10-12,F,Foul,"rgba(170, 21, 11, 1.0)",True,False,strikeout,3,2,3.37,1.57,124.99,128.72,5,Robert Stock,476594,Right,Jonathan Araúz,660620,Left
2024-10-12,S,Swinging Strike,"rgba(170, 21, 11, 1.0)",True,False,strikeout,3,3,3.37,1.57,67.01,159.64,6,Robert Stock,476594,Right,Jonathan Araúz,660620,Left
2024-10-12,C,Called Strike,"rgba(170, 21, 11, 1.0)",True,False,field_out,0,1,3.411,1.565,96.23,119.54,1,Odrisamer Despaigne,628333,Right,Jose Cardona,606580,Right
2024-10-12,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,field_out,1,1,3.411,1.565,49.03,119.54,2,Odrisamer Despaigne,628333,Right,Jose Cardona,606580,Right
2024-10-12,X,"In play, out(s)","rgba(26, 86, 190, 1.0)",False,False,field_out,1,1,3.411,1.565,108.36,157.71,3,Odrisamer Despaigne,628333,Right,Jose Cardona,606580,Right
2024-10-12,C,Called Strike,"rgba(170, 21, 11, 1.0)",True,False,strikeout,0,1,3.179,1.474,91.73,151.43,1,Odrisamer Despaigne,628333,Right,Irving Lopez,676761,Left
2024-10-12,S,Swinging Strike,"rgba(170, 21, 11, 1.0)",True,False,strikeout,0,2,3.179,1.474,116.45,137.42,2,Odrisamer Despaigne,628333,Right,Irving Lopez,676761,Left
2024-10-12,C,Called Strike,"rgba(170, 21, 11, 1.0)",True,False,strikeout,0,3,3.179,1.474,121.84,144.66,3,Odrisamer Despaigne,628333,Right,Irving Lopez,676761,Left
2024-10-12,C,Called Strike,"rgba(170, 21, 11, 1.0)",True,False,walk,0,1,3.411,1.565,101.62,151.91,1,Odrisamer Despaigne,628333,Right,Nicholas Torres,657051,Right
2024-10-12,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,walk,1,1,3.411,1.565,118.7,77.51,2,Odrisamer Despaigne,628333,Right,Nicholas Torres,657051,Right
2024-10-12,C,Called Strike,"rgba(170, 21, 11, 1.0)",True,False,walk,1,2,3.411,1.565,98.47,151.43,3,Odrisamer Despaigne,628333,Right,Nicholas Torres,657051,Right
2024-10-12,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,walk,2,2,3.411,1.565,52.63,142.25,4,Odrisamer Despaigne,628333,Right,Nicholas Torres,657051,Right
2024-10-12,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,walk,3,2,3.411,1.565,57.12,141.76,5,Odrisamer Despaigne,628333,Right,Nicholas Torres,657051,Right
2024-10-12,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,walk,4,2,3.411,1.565,75.1,159.16,6,Odrisamer Despaigne,628333,Right,Nicholas Torres,657051,Right
2024-10-12,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,single,1,0,3.1,1.46,150.16,147.56,1,Odrisamer Despaigne,628333,Right,Willie Calhoun,641432,Left
2024-10-12,D,"In play, no out","rgba(26, 86, 190, 1.0)",False,False,single,1,0,3.1,1.46,94.43,152.39,2,Odrisamer Despaigne,628333,Right,Willie Calhoun,641432,Left
2024-10-12,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,field_out,1,0,3.24,1.54,53.53,140.31,1,Odrisamer Despaigne,628333,Right,Jordan Diaz,672478,Right
2024-10-12,F,Foul,"rgba(170, 21, 11, 1.0)",True,False,field_out,1,1,3.24,1.54,90.83,144.66,2,Odrisamer Despaigne,628333,Right,Jordan Diaz,672478,Right
2024-10-12,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,field_out,2,1,3.24,1.54,136.67,96.83,3,Odrisamer Despaigne,628333,Right,Jordan Diaz,672478,Right
2024-10-12,S,Swinging Strike,"rgba(170, 21, 11, 1.0)",True,False,field_out,2,2,3.24,1.54,86.34,149.98,4,Odrisamer Despaigne,628333,Right,Jordan Diaz,672478,Right
2024-10-12,X,"In play, out(s)","rgba(26, 86, 190, 1.0)",False,False,field_out,2,2,3.24,1.54,86.34,146.11,5,Odrisamer Despaigne,628333,Right,Jordan Diaz,672478,Right
2024-10-12,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,field_out,1,0,3.285,1.487,57.12,150.46,1,Robert Stock,476594,Right,Roberto Valenzuela,672438,Right
2024-10-12,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,field_out,2,0,3.285,1.487,51.28,152.88,2,Robert Stock,476594,Right,Roberto Valenzuela,672438,Right
2024-10-12,C,Called Strike,"rgba(170, 21, 11, 1.0)",True,False,field_out,2,1,3.285,1.487,124.54,126.3,3,Robert Stock,476594,Right,Roberto Valenzuela,672438,Right
2024-10-12,C,Called Strike,"rgba(170, 21, 11, 1.0)",True,False,field_out,2,2,3.285,1.487,104.32,151.91,4,Robert Stock,476594,Right,Roberto Valenzuela,672438,Right
2024-10-12,F,Foul,"rgba(170, 21, 11, 1.0)",True,False,field_out,2,2,3.285,1.487,113.3,145.63,5,Robert Stock,476594,Right,Roberto Valenzuela,672438,Right
2024-10-12,F,Foul,"rgba(170, 21, 11, 1.0)",True,False,field_out,2,2,3.285,1.487,120.49,152.39,6,Robert Stock,476594,Right,Roberto Valenzuela,672438,Right
2024-10-12,X,"In play, out(s)","rgba(26, 86, 190, 1.0)",False,False,field_out,2,2,3.285,1.487,99.37,148.05,7,Robert Stock,476594,Right,Roberto Valenzuela,672438,Right
2024-10-12,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,field_out,1,0,3.319,1.513,145.66,137.42,1,Robert Stock,476594,Right,Anthony García,571685,Right
2024-10-12,X,"In play, out(s)","rgba(26, 86, 190, 1.0)",False,False,field_out,1,0,3.319,1.513,103.87,161.57,2,Robert Stock,476594,Right,Anthony García,571685,Right
2024-10-12,D,"In play, no out","rgba(26, 86, 190, 1.0)",False,False,single,0,0,3.467,1.589,111.06,150.46,1,Robert Stock,476594,Right,Victor Mendoza,628013,Left
2024-10-12,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,strikeout,1,0,3.55,1.65,49.93,97.8,1,Robert Stock,476594,Right,Anthony Alford,546990,Right
2024-10-12,S,Swinging Strike,"rgba(170, 21, 11, 1.0)",True,False,strikeout,1,1,3.55,1.65,89.93,157.22,2,Robert Stock,476594,Right,Anthony Alford,546990,Right
2024-10-12,S,Swinging Strike,"rgba(170, 21, 11, 1.0)",True,False,strikeout,1,2,3.55,1.65,132.18,121.47,3,Robert Stock,476594,Right,Anthony Alford,546990,Right
2024-10-12,S,Swinging Strike,"rgba(170, 21, 11, 1.0)",True,False,strikeout,1,3,3.55,1.65,73.75,93.93,4,Robert Stock,476594,Right,Anthony Alford,546990,Right
2024-10-12,C,Called Strike,"rgba(170, 21, 11, 1.0)",True,False,field_out,0,1,3.49,1.601,109.71,151.43,1,Odrisamer Despaigne,628333,Right,Agustin Murillo,473242,Right
2024-10-12,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,field_out,1,1,3.49,1.601,40.5,119.06,2,Odrisamer Despaigne,628333,Right,Agustin Murillo,473242,Right
2024-10-12,X,"In play, out(s)","rgba(26, 86, 190, 1.0)",False,False,field_out,1,1,3.49,1.601,99.82,153.36,3,Odrisamer Despaigne,628333,Right,Agustin Murillo,473242,Right
2024-10-12,C,Called Strike,"rgba(170, 21, 11, 1.0)",True,False,strikeout,0,1,3.371,1.535,108.36,149.98,1,Odrisamer Despaigne,628333,Right,Brandon Valenzuela,678218,Left
2024-10-12,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,strikeout,1,1,3.371,1.535,176.22,153.36,2,Odrisamer Despaigne,628333,Right,Brandon Valenzuela,678218,Left
2024-10-12,F,Foul,"rgba(170, 21, 11, 1.0)",True,False,strikeout,1,2,3.371,1.535,100.72,144.66,3,Odrisamer Despaigne,628333,Right,Brandon Valenzuela,678218,Left
2024-10-12,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,strikeout,2,2,3.371,1.535,52.63,155.29,4,Odrisamer Despaigne,628333,Right,Brandon Valenzuela,678218,Left
2024-10-12,F,Foul,"rgba(170, 21, 11, 1.0)",True,False,strikeout,2,2,3.371,1.535,84.99,149.98,5,Odrisamer Despaigne,628333,Right,Brandon Valenzuela,678218,Left
2024-10-12,S,Swinging Strike,"rgba(170, 21, 11, 1.0)",True,False,strikeout,2,3,3.371,1.535,146.56,152.39,6,Odrisamer Despaigne,628333,Right,Brandon Valenzuela,678218,Left
2024-10-12,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,field_out,1,0,3.371,1.535,49.03,146.11,1,Odrisamer Despaigne,628333,Right,Jasson Atondo,662962,Right
2024-10-12,C,Called Strike,"rgba(170, 21, 11, 1.0)",True,False,field_out,1,1,3.371,1.535,91.28,149.98,2,Odrisamer Despaigne,628333,Right,Jasson Atondo,662962,Right
2024-10-12,F,Foul,"rgba(170, 21, 11, 1.0)",True,False,field_out,1,2,3.371,1.535,106.11,145.63,3,Odrisamer Despaigne,628333,Right,Jasson Atondo,662962,Right
2024-10-12,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,field_out,2,2,3.371,1.535,82.29,88.14,4,Odrisamer Despaigne,628333,Right,Jasson Atondo,662962,Right
2024-10-12,F,Foul,"rgba(170, 21, 11, 1.0)",True,False,field_out,2,2,3.371,1.535,116.0,134.03,5,Odrisamer Despaigne,628333,Right,Jasson Atondo,662962,Right
2024-10-12,X,"In play, out(s)","rgba(26, 86, 190, 1.0)",False,False,field_out,2,2,3.371,1.535,98.02,145.15,6,Odrisamer Despaigne,628333,Right,Jasson Atondo,662962,Right
2024-10-12,C,Called Strike,"rgba(170, 21, 11, 1.0)",True,False,strikeout,0,1,3.301,1.504,117.35,148.05,1,Robert Stock,476594,Right,Fernando Villegas,679589,Right
2024-10-12,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,strikeout,1,1,3.301,1.504,149.71,137.42,2,Robert Stock,476594,Right,Fernando Villegas,679589,Right
2024-10-12,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,strikeout,2,1,3.301,1.504,47.24,157.71,3,Robert Stock,476594,Right,Fernando Villegas,679589,Right
2024-10-12,C,Called Strike,"rgba(170, 21, 11, 1.0)",True,False,strikeout,2,2,3.301,1.504,119.6,125.34,4,Robert Stock,476594,Right,Fernando Villegas,679589,Right
2024-10-12,C,Called Strike,"rgba(170, 21, 11, 1.0)",True,False,strikeout,2,3,3.301,1.504,93.53,135.0,5,Robert Stock,476594,Right,Fernando Villegas,679589,Right
2024-10-12,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,field_out,1,0,3.319,1.513,100.72,98.28,1,Robert Stock,476594,Right,Santiago Chávez,622700,Right
2024-10-12,C,Called Strike,"rgba(170, 21, 11, 1.0)",True,False,field_out,1,1,3.319,1.513,89.48,153.36,2,Robert Stock,476594,Right,Santiago Chávez,622700,Right
2024-10-12,X,"In play, out(s)","rgba(26, 86, 190, 1.0)",False,False,field_out,1,1,3.319,1.513,89.48,152.88,3,Robert Stock,476594,Right,Santiago Chávez,622700,Right
