season,team_id,team_name,player_id,Name,position_code,POS,G,GS,GO,airOuts,R,2B,3B,HR,K,BB,IBB,H,HBP,AVG,AB,OBP,SLG,OPS,CS,SB,SB%,GIDP,numP,ERA,IP,W,L,SV,SVOpp,HLD,BS,ER,WHIP,BF,Outs,GPitched,CG,SHO,Str,Str%,HBP,BK,WP,pickOffs,TB,GO/FO,W%,P/IP,GF,K/BB,K/9,BB/9,H/9,R/9,HR/9,inheritedRunners,inheritedRunnersScored,catchersInterference,sacBunts,SF,team,QS
2024,673,Aguilas de Mexicali,677076,Clayton Andrews,1,RP,3,0,3,0,0,0,0,0,1,0,0,0,1,0.0,3,0.25,0.0,0.25,0,0,,0,17,0.0,1.1,0,0,0,0,1,0,0,0.0,5,4,3,0,0,11,0.65,1,0,0,0,0,3.0,,12.75,0,,6.75,0.0,0.0,0.0,0.0,1,0,0,1,0,MXC,0
2024,673,Aguilas de Mexicali,623985,Manuel Chavez,1,SP,1,1,3,2,0,0,0,0,6,1,0,2,0,0.154,13,0.214,0.154,0.368,0,0,,1,67,0.0,4.0,0,0,0,0,0,0,0,0.75,14,12,1,0,0,42,0.63,0,0,0,0,2,1.5,,16.75,0,6.0,13.5,2.25,4.5,0.0,0.0,0,0,0,0,0,MXC,0
2024,673,Aguilas de Mexicali,672911,Jesus Cruz,1,RP,4,0,1,5,0,0,0,0,6,1,0,1,0,0.077,13,0.143,0.077,0.22,0,0,,0,68,0.0,4.0,1,0,0,0,3,0,0,0.5,14,12,4,0,0,46,0.68,0,0,0,0,1,0.2,1.0,17.0,0,6.0,13.5,2.25,2.25,0.0,0.0,0,0,0,0,0,MXC,0
2024,673,Aguilas de Mexicali,671760,Mario Jimenez,1,RP,2,0,1,3,0,0,0,0,1,0,0,1,0,0.2,5,0.167,0.2,0.367,0,0,,0,25,0.0,1.1,0,0,0,0,0,0,0,0.75,6,4,2,0,0,17,0.68,0,0,0,0,1,0.33,,18.75,1,,6.75,0.0,6.75,0.0,0.0,2,2,0,0,1,MXC,0
2024,673,Aguilas de Mexicali,810862,Angel Lopez,1,RP,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0.0,0.0,0.0,0,0,,0,4,0.0,0.1,0,0,0,0,0,0,0,0.0,1,1,1,0,0,3,0.75,0,0,0,0,0,,,12.0,0,,27.0,0.0,0.0,0.0,0.0,2,0,0,0,0,MXC,0
2024,673,Aguilas de Mexicali,683138,Fernando Lozano,1,SP,1,1,8,4,0,2,0,0,3,2,0,4,0,0.211,19,0.286,0.316,0.602,0,0,,0,86,0.0,5.0,1,0,0,0,0,0,0,1.2,21,15,1,0,0,50,0.58,0,0,0,0,6,2.0,1.0,17.2,0,1.5,5.4,3.6,7.2,0.0,0.0,0,0,0,0,0,MXC,0
2024,673,Aguilas de Mexicali,667904,Jose Isidro Marquez,1,RP,3,0,3,2,0,1,0,0,2,1,0,5,2,0.417,12,0.533,0.5,1.033,1,0,0.0,0,52,0.0,3.0,0,0,0,0,1,0,0,2.0,15,9,3,0,0,30,0.58,2,0,0,0,6,1.5,,17.33,1,2.0,6.0,3.0,15.0,0.0,0.0,4,1,0,0,0,MXC,0
2024,673,Aguilas de Mexicali,681871,Eli Villalobos,1,RP,5,0,4,6,0,0,0,0,1,0,0,2,0,0.154,13,0.154,0.154,0.308,0,0,,0,42,0.0,4.0,2,0,0,0,2,0,0,0.5,13,12,5,0,0,28,0.67,0,0,0,0,2,0.67,1.0,10.5,1,,2.25,0.0,4.5,0.0,0.0,5,0,0,0,0,MXC,0
2024,673,Aguilas de Mexicali,547862,David Reyes,1,SP,2,2,7,10,1,2,0,0,18,2,0,7,0,0.171,41,0.209,0.22,0.429,0,1,100.0,1,181,0.77,11.2,0,1,0,0,0,0,1,0.77,44,35,2,0,0,122,0.67,0,0,0,0,9,0.7,0.0,15.51,0,9.0,13.89,1.54,5.4,0.77,0.0,0,0,0,1,0,MXC,1
2024,673,Aguilas de Mexicali,622747,Eduardo Vera,1,SP,1,1,7,4,1,1,0,0,5,2,0,1,0,0.063,16,0.158,0.125,0.283,0,0,,1,81,1.8,5.0,0,0,0,0,0,0,1,0.6,19,15,1,0,0,51,0.63,0,0,0,0,2,1.75,,16.2,0,2.5,9.0,3.6,1.8,1.8,0.0,0,0,0,0,1,MXC,0
2024,673,Aguilas de Mexicali,644425,Jake Sanchez,1,RP,4,0,5,4,1,0,0,0,3,1,0,3,0,0.2,15,0.25,0.2,0.45,0,1,100.0,0,67,2.25,4.0,0,0,4,4,0,0,1,1.0,16,12,4,0,0,42,0.63,0,0,0,0,3,1.25,,16.75,4,3.0,6.75,2.25,6.75,2.25,0.0,0,0,0,0,0,MXC,0
2024,673,Aguilas de Mexicali,661309,Adrián Martínez,1,SP,2,2,9,10,4,4,0,0,8,2,0,9,1,0.25,36,0.308,0.361,0.669,1,3,75.0,1,160,3.72,9.2,1,0,0,0,0,0,4,1.14,39,29,2,0,0,101,0.63,1,0,2,0,13,0.9,1.0,16.55,0,4.0,7.45,1.86,8.38,3.72,0.0,0,0,0,0,0,MXC,0
2024,673,Aguilas de Mexicali,805321,Trevor Kuncl,1,RP,4,0,3,4,4,0,0,1,3,2,0,2,0,0.167,12,0.286,0.417,0.703,0,1,100.0,0,66,10.8,3.1,0,0,0,0,3,0,4,1.2,14,10,4,0,0,40,0.61,0,0,0,0,5,0.75,,19.8,0,1.5,8.1,5.4,5.4,10.8,2.7,0,0,0,0,0,MXC,0
2024,673,Aguilas de Mexicali,699063,Pedro Santillan,1,RP,2,0,1,0,2,0,0,0,0,1,0,2,0,0.667,3,0.75,0.667,1.417,0,0,,1,15,27.0,0.2,0,1,0,0,0,0,2,4.5,4,2,2,0,0,8,0.53,0,0,0,0,2,1.0,0.0,22.5,0,0.0,0.0,13.5,27.0,27.0,0.0,0,0,0,0,0,MXC,0
2024,673,Aguilas de Mexicali,692271,Jose Luis Reyes,1,RP,1,0,2,0,3,3,0,0,0,0,0,3,0,0.6,5,0.6,1.2,1.8,0,0,,0,20,40.5,0.2,0,0,0,0,0,0,3,4.5,5,2,1,0,0,10,0.5,0,0,0,0,6,2.0,,30.0,0,,0.0,0.0,40.5,40.5,0.0,0,0,0,0,0,MXC,0
2024,674,Charros de Jalisco,620396,Miguel Aguilar,1,RP,3,0,4,1,1,0,0,0,3,0,0,1,0,0.111,9,0.111,0.111,0.222,0,0,,0,41,0.0,2.1,0,0,0,0,1,0,0,0.43,9,7,3,0,0,27,0.66,0,0,0,0,1,4.0,,17.57,0,,11.57,0.0,3.86,3.86,0.0,0,0,0,0,0,JAL,0
2024,674,Charros de Jalisco,800079,Cristian Alvarado,1,RP,3,0,3,4,0,0,0,0,3,1,0,1,0,0.091,11,0.167,0.091,0.258,0,0,,0,53,0.0,3.1,0,0,0,0,0,0,0,0.6,12,10,3,0,0,39,0.74,0,0,0,0,1,0.75,,15.9,1,3.0,8.1,2.7,2.7,0.0,0.0,2,0,0,0,0,JAL,0
2024,674,Charros de Jalisco,677915,Dario Gardea,1,RP,3,0,1,4,0,1,0,0,2,0,0,3,0,0.3,10,0.3,0.4,0.7,0,0,,0,37,0.0,2.1,0,0,0,0,0,0,0,1.29,10,7,3,0,0,22,0.59,0,0,0,0,4,0.25,,15.86,1,,7.71,0.0,11.57,0.0,0.0,0,0,0,0,0,JAL,0
