date,code,description,ballColor,isStrike,isBall,eventType,ball_count,strike_count,strikeZoneTop,strikeZoneBottom,x,y,pitchNumber,pitcher_name,pitcher_id,pitch_hand,batter_name,batter_id,bat_side
2024-10-13,S,Swinging Strike,"rgba(170, 21, 11, 1.0)",True,False,strikeout,3,3,3.411,1.565,139.89,91.89,6,Irving Machuca,685829,Right,Luis Alfonso Cruz,458501,Right
2024-10-13,C,Called Strike,"rgba(170, 21, 11, 1.0)",True,False,strikeout,0,1,3.104,1.448,104.82,145.61,1,Irving Machuca,685829,Right,Miguel Guzman,634739,Right
2024-10-13,S,Swinging Strike,"rgba(170, 21, 11, 1.0)",True,False,strikeout,0,2,3.104,1.448,124.98,127.23,2,Irving Machuca,685829,Right,Miguel Guzman,634739,Right
2024-10-13,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,strikeout,1,2,3.104,1.448,71.95,222.41,3,Irving Machuca,685829,Right,Miguel Guzman,634739,Right
2024-10-13,S,Swinging Strike,"rgba(170, 21, 11, 1.0)",True,False,strikeout,1,3,3.104,1.448,54.41,192.73,4,Irving Machuca,685829,Right,Miguel Guzman,634739,Right
2024-10-13,X,"In play, out(s)","rgba(26, 86, 190, 1.0)",False,False,field_out,0,0,3.549,1.627,107.89,157.86,1,Carlos Bustamante,619854,Right,Felix Stevens,685474,Right
2024-10-13,X,"In play, out(s)","rgba(26, 86, 190, 1.0)",False,False,field_out,0,0,3.319,1.513,98.25,124.88,1,Carlos Bustamante,619854,Right,Rodolfo Amador,616613,Left
2024-10-13,C,Called Strike,"rgba(170, 21, 11, 1.0)",True,False,walk,0,1,3.26,1.481,98.25,169.17,1,Carlos Bustamante,619854,Right,Justin Dean,681909,Right
2024-10-13,C,Called Strike,"rgba(170, 21, 11, 1.0)",True,False,walk,0,2,3.26,1.481,108.33,168.23,2,Carlos Bustamante,619854,Right,Justin Dean,681909,Right
2024-10-13,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,walk,1,2,3.26,1.481,47.4,229.01,3,Carlos Bustamante,619854,Right,Justin Dean,681909,Right
2024-10-13,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,walk,2,2,3.26,1.481,80.27,229.95,4,Carlos Bustamante,619854,Right,Justin Dean,681909,Right
2024-10-13,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,walk,3,2,3.26,1.481,55.73,160.22,5,Carlos Bustamante,619854,Right,Justin Dean,681909,Right
2024-10-13,B,Ball,"rgba(39, 161, 39, 1.0)",False,True,walk,4,2,3.26,1.481,96.93,86.24,6,Carlos Bustamante,619854,Right,Justin Dean,681909,Right
2024-10-13,S,Swinging Strike,"rgba(170, 21, 11, 1.0)",True,False,field_out,0,1,3.179,1.474,110.52,166.81,1,Carlos Bustamante,619854,Right,Alan Espinoza,587275,Right
